Geo Point,Geo Shape,id,type,nom,plage_horaire,tarifs
"43.66710086289899,1.426999499054511","{""coordinates"": [[[[1.426528405204069, 43.66699799745049], [1.427715062364988, 43.667490252183114], [1.427801401588257, 43.66752673179477], [1.42790857158992, 43.667572001394994], [1.428033284027363, 43.66741640971954], [1.427839357812531, 43.667334493002464], [1.427838511246865, 43.667334139418166], [1.426643071079225, 43.66683823762069], [1.426625702158829, 43.666832276072924], [1.426157173036313, 43.666702682731305], [1.426041306466345, 43.66667062538903], [1.425953021269607, 43.66683884546394], [1.426528405204069, 43.66699799745049]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,AUCAMVILLE,"Du lundi au Samedi : 9h-18h (semaine) et 9h-12h (S), durée maximale : 1h30",Gratuit
"43.57931444754166,1.458912982235255","{""coordinates"": [[[[1.459064472496843, 43.57929845441528], [1.458566824117051, 43.579680756282144], [1.458481722722007, 43.57974613068726], [1.458661575353536, 43.5798698733031], [1.459327808809381, 43.57935805995354], [1.459413497742355, 43.57929388108599], [1.459412378393628, 43.57929309195529], [1.459413451955496, 43.57929226004384], [1.459324097576166, 43.57923078857463], [1.458755337494859, 43.57882940236823], [1.45866649812606, 43.57876671290579], [1.458494022345507, 43.57889587406654], [1.459064472496843, 43.57929845441528]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,SAOUZELONG,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.66621298172898,1.4297680280482092","{""coordinates"": [[[[1.429552710144929, 43.666777235759845], [1.429490839605883, 43.66676429713671], [1.429426358067719, 43.666759325970716], [1.429361678001738, 43.666762544048915], [1.429298735822983, 43.66677387863215], [1.429239475367199, 43.66679296901663], [1.429185684882331, 43.666819236337986], [1.429138984634309, 43.666851883401876], [1.429100801187764, 43.666889930342286], [1.429072305422457, 43.666932213778686], [1.429054361554083, 43.66697744013579], [1.429048538091413, 43.66701719567892], [1.429028711367045, 43.667031050913735], [1.42899052773952, 43.66706909781517], [1.428962044442698, 43.66711137239085], [1.428944087811161, 43.6671566075585], [1.42893723949638, 43.66720340688119], [1.428941672290704, 43.66725035936586], [1.428957286488585, 43.66729604131444], [1.428983572126416, 43.667339068466724], [1.429019769442427, 43.667378125186204], [1.429064755911294, 43.66741201694025], [1.429117156423215, 43.66743972581058], [1.429175405268196, 43.667460411335796], [1.429237708019218, 43.667473446004124], [1.429270493576469, 43.6674759795432], [1.429124545872025, 43.66784173690471], [1.429093923650173, 43.66791022378434], [1.429055654957951, 43.66799583699572], [1.429291523091961, 43.66805139543927], [1.42936101896706, 43.66789593510029], [1.42936218083129, 43.66789319620751], [1.429554989465284, 43.66741002913378], [1.42958956643523, 43.667385859459436], [1.429627737490499, 43.66734781219665], [1.429656233064887, 43.667305528630145], [1.429674188980278, 43.667260302353576], [1.429680012058296, 43.66722054678261], [1.42969982629947, 43.66720669126899], [1.429738009570622, 43.66716864413552], [1.429766504753094, 43.66712636953801], [1.429784460533954, 43.66708114324124], [1.429791308416574, 43.66703433486722], [1.429786874983802, 43.66698738241125], [1.429771260243518, 43.66694170056929], [1.429753612527635, 43.666912843197004], [1.429902640427642, 43.66657171171518], [1.429909639696705, 43.66657295896403], [1.429935571716674, 43.66649632426794], [1.429937588203853, 43.66649169750671], [1.429975065729857, 43.666405902208616], [1.429966818469865, 43.66640399887629], [1.430311151999941, 43.665386761881486], [1.430753750229134, 43.66408033809694], [1.430755256818498, 43.66407528130165], [1.430791778705045, 43.66393255197141], [1.430814417663577, 43.66384405251392], [1.430570614680505, 43.663811182773365], [1.430512101574495, 43.664039854616874], [1.430070344079567, 43.665343777363745], [1.429784538952725, 43.666188147062606], [1.429763956197593, 43.6661726270795], [1.429711544083926, 43.6661449183205], [1.429653308710182, 43.66612423322309], [1.429591007248711, 43.66611119877182], [1.429526526624703, 43.66610621866142], [1.429461834628307, 43.666109445627136], [1.429398905538839, 43.66612078043592], [1.429339645749047, 43.666139870876414], [1.429285843486764, 43.666166138082545], [1.429239156189106, 43.6661987853632], [1.429200973213973, 43.66623683234606], [1.42917247782329, 43.666279115817595], [1.429154534221372, 43.66632434220141], [1.429147673764891, 43.666371141383024], [1.429152118825576, 43.66641810304175], [1.429167720571333, 43.66646378480802], [1.429194018627416, 43.66650680309535], [1.429230215584211, 43.66654585976128], [1.429275188927583, 43.66657976027499], [1.429327601216708, 43.666607469227046], [1.429385836941431, 43.666628154484584], [1.429448138887174, 43.66664118904373], [1.429512620302199, 43.6666461601978], [1.429577312633492, 43.66664294220335], [1.429614278161655, 43.66663627814938], [1.429552710144929, 43.666777235759845]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,AUCAMVILLE,"Du lundi au Samedi : 9h-18h (semaine) et 9h-12h (S), durée maximale : 1h30",Gratuit
"43.58130403753075,1.4136667173805788","{""coordinates"": [[[[1.413648192081481, 43.581438344763654], [1.413691843102619, 43.58147130795711], [1.413744175277392, 43.58149902482857], [1.413802324564237, 43.581519718571386], [1.413864536357516, 43.58153276192549], [1.41392892664029, 43.58153774191732], [1.413993517255722, 43.58153453236456], [1.414056374421713, 43.58152320575278], [1.414115556879731, 43.58150412254853], [1.414169278700281, 43.58147786141314], [1.414215921664826, 43.5814452193718], [1.414254060960885, 43.581407176154784], [1.414282527079125, 43.58136489504578], [1.414300456731896, 43.58131966956431], [1.414307319011688, 43.58127286980886], [1.414302891563927, 43.581225906119265], [1.414287322713603, 43.58118022092649], [1.414261071901646, 43.581137197910806], [1.414224935141258, 43.58109813534414], [1.414180020724012, 43.58106422775306], [1.414127701103303, 43.58103651124462], [1.414069552166293, 43.58101581766202], [1.414007328476539, 43.58100277424598], [1.413942951130696, 43.58099779446681], [1.413878348700987, 43.581001003822], [1.413815504418736, 43.58101233050896], [1.413756322343541, 43.581031413562876], [1.413702588358843, 43.581057674340464], [1.413655957561426, 43.5810903253483], [1.413617818090664, 43.58112836837217], [1.413589351856276, 43.58117064032167], [1.413571409341333, 43.581215865525245], [1.413564558649548, 43.58126267440716], [1.413568973386648, 43.58130962895522], [1.413579871087278, 43.58134156634315], [1.413526516267374, 43.581279337835745], [1.413467828554972, 43.58120264110653], [1.413462572187699, 43.58120476554025], [1.413101724819986, 43.58078389555269], [1.413036231399191, 43.58070751022104], [1.412826082717951, 43.580802732886085], [1.413313108852979, 43.58137077160855], [1.413713781382286, 43.58189437467968], [1.413773967008756, 43.58197303635054], [1.413990369961896, 43.58188552291187], [1.413648192081481, 43.581438344763654]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,ANTHONIOZ DE GAULE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.5638579349812,1.4114958070808528","{""coordinates"": [[[[1.409638375099826, 43.564436435587524], [1.409527780778674, 43.56447687379351], [1.409639015336265, 43.56463770527649], [1.41335324184467, 43.56327943337728], [1.413463831465645, 43.563238991492504], [1.413352601761028, 43.563078163784226], [1.409638375099826, 43.564436435587524]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,LAFOURGUETTE,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.59453127574567,1.4486986715009498","{""coordinates"": [[[[1.4487612395364, 43.59467416437788], [1.448759357426179, 43.59467706488667], [1.448869395888914, 43.59471468627593], [1.448977478777861, 43.594755180077286], [1.448979495940838, 43.59475232638937], [1.451204954396637, 43.595513171525916], [1.451317022065387, 43.595551483900714], [1.45142245107431, 43.595388594442], [1.448978882476469, 43.59455317673426], [1.446217932353693, 43.593518763304935], [1.446107853557305, 43.593477519825804], [1.445994361673104, 43.59363752354753], [1.4487612395364, 43.59467416437788]]]], ""type"": ""MultiPolygon""}",4,Zone Ceinture centre-Ville,ALL JULES GUESDE,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"1heure = 0.50€, 2h = 1€, 4h = 2€, de 4 à 5h = majoration tarifaire jusqu'à 30€"
"43.58534929278206,1.5267912308141265","{""coordinates"": [[[[1.527442856011516, 43.58467386112804], [1.527274466305812, 43.58479463192622], [1.527922658562891, 43.58527215121372], [1.528029117149949, 43.585431775828084], [1.527964436965184, 43.5854408994053], [1.527195760194412, 43.58552083052476], [1.526540976177483, 43.58556242788566], [1.526540849762406, 43.585561508044336], [1.526418257303075, 43.585570234408195], [1.526295538831701, 43.585578022801435], [1.526295652645398, 43.58557895148461], [1.52561287103993, 43.585627532386795], [1.5250757367387, 43.58563935765404], [1.52507170001666, 43.58559729262248], [1.525056047414844, 43.58555161346349], [1.525029716707648, 43.58550861571347], [1.524993506536832, 43.58546958787879], [1.524948527221628, 43.58543573242027], [1.524896153844017, 43.585408057128525], [1.524837963259215, 43.58538741933263], [1.52477571129252, 43.585374444590066], [1.524711320578688, 43.58536951753028], [1.524646719184227, 43.58537279779979], [1.524583891220239, 43.58538417569729], [1.524524739573921, 43.58540331543226], [1.524471049205435, 43.585429636650915], [1.524424474552666, 43.585462323276964], [1.52438640139015, 43.5855004027664], [1.524358009819008, 43.585542701899314], [1.524340147851087, 43.58558795319142], [1.524333381798522, 43.58563475952744], [1.524337882018467, 43.58568170973058], [1.524353546714458, 43.58572738014336], [1.524379876822395, 43.58577038704359], [1.524416086779399, 43.58580941506634], [1.524461053694092, 43.58584327056955], [1.524513439628342, 43.58587094621229], [1.524571630564226, 43.58589158416804], [1.52463387063416, 43.58590455886012], [1.524698274286487, 43.58590948612018], [1.524762863865358, 43.58590620566441], [1.524825704713664, 43.58589482782975], [1.524884856741749, 43.58587568794409], [1.52493853494348, 43.58584936637928], [1.524978092553544, 43.58582160423764], [1.525624529098083, 43.58580737504988], [1.525632836024555, 43.585806985910565], [1.526441090406674, 43.585749481278775], [1.527103951209747, 43.58570736625051], [1.527104876771702, 43.5857121222321], [1.527224102724451, 43.585699724326886], [1.527344067849828, 43.585692106910166], [1.527343489792856, 43.58568731935025], [1.528002539923648, 43.58561879204429], [1.528008588983058, 43.585618049892986], [1.528140894943008, 43.58559938105278], [1.528153385281093, 43.58561810277121], [1.528250248536357, 43.58558396662966], [1.528347548507223, 43.58557024406088], [1.528367267652332, 43.585596826752905], [1.528585258897549, 43.58551141664888], [1.52827203642734, 43.5850890035186], [1.528251168040492, 43.58506849168559], [1.528039855844806, 43.58491284301548], [1.528044843548048, 43.584910403923075], [1.528091428439338, 43.58487770698991], [1.528129486522904, 43.58483962611386], [1.52815787515479, 43.58479732604397], [1.52817573384557, 43.584752083148686], [1.528182497072217, 43.584705267573675], [1.528177993968413, 43.584658317504086], [1.528162326686499, 43.58461264759246], [1.528135994197052, 43.58456965053588], [1.528099794978137, 43.58453062381922], [1.528054814849396, 43.584496760558956], [1.528002428272131, 43.584469095507515], [1.527944237532328, 43.58444845926882], [1.527881998460121, 43.584435477353374], [1.527817595888509, 43.5844305608644], [1.527753008251498, 43.58443383402958], [1.527690169235045, 43.58444522246131], [1.527631019471815, 43.584464363792456], [1.527577343865048, 43.584490677621204], [1.527530758993749, 43.584523374351626], [1.527492688353609, 43.58456145487699], [1.527464311750935, 43.584603754944794], [1.527446452576466, 43.58464899773252], [1.527442856011516, 43.58467386112804]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,QUINT-FONSEGRIVES,"du lundi au vendredi : 9h-12h30 et 13h30-19h, durée maximale : 2h",Gratuit
"43.58479258891214,1.4282419569761426","{""coordinates"": [[[[1.428346020275146, 43.584792255449834], [1.428346680751128, 43.58479931334525], [1.428362273421917, 43.58484499675329], [1.428388535530228, 43.5848880255082], [1.428424671212555, 43.58492708342465], [1.428469596611161, 43.58496097643339], [1.428521938251224, 43.584988695577536], [1.428580095867771, 43.58500938185862], [1.428642314603105, 43.58502240824177], [1.428706709537936, 43.585027388992685], [1.428771303298231, 43.58502416218502], [1.428834161082643, 43.585012836548714], [1.428893342303692, 43.58499374580021], [1.428947061069864, 43.58496746882854], [1.428993698799954, 43.58493482086339], [1.428998262044532, 43.58493026464939], [1.429030129863115, 43.584986963145965], [1.428641056213687, 43.58511702478908], [1.428524700017087, 43.58509215318075], [1.428405905616773, 43.58506674415688], [1.428336020844914, 43.58523944177567], [1.428615672413554, 43.58529924010426], [1.428659586303716, 43.585302673022206], [1.428702357976823, 43.58529466629547], [1.429238912282501, 43.585115304338316], [1.429351055815685, 43.585082007217935], [1.429349078147343, 43.5850784873908], [1.429353837811489, 43.58507688663313], [1.429303224721762, 43.584996878190644], [1.429021068581361, 43.58449485654578], [1.429036513528748, 43.5844880536173], [1.42897739485629, 43.584417129866075], [1.428934241418578, 43.58434036449887], [1.428917518609591, 43.5843453315465], [1.428908160088075, 43.58433410429596], [1.428810604867707, 43.584377087911484], [1.42870500156914, 43.5844084478855], [1.428711822141734, 43.58442060390361], [1.428115213913632, 43.58468344538536], [1.427933173397638, 43.58445744729136], [1.427934438608598, 43.584456888347454], [1.427870985656004, 43.58438023350577], [1.427808797839918, 43.584303028683955], [1.427807508102722, 43.58430357829034], [1.427238021654759, 43.58361574780336], [1.427174173737663, 43.58353862803193], [1.426962006834371, 43.583631454017315], [1.427658023443167, 43.58447213169718], [1.42794793855735, 43.58483205079296], [1.427724451823589, 43.584919475758134], [1.427685963474786, 43.58494294358381], [1.427663474633491, 43.58497559553183], [1.427660666003807, 43.5850120442177], [1.427678025756242, 43.58504631866247], [1.427806949630326, 43.58519681115382], [1.427788450202729, 43.58520583197571], [1.427685623837222, 43.585235563365536], [1.427694411913089, 43.585251626264935], [1.427674658212053, 43.58526126017375], [1.427736259550191, 43.58532808623795], [1.427777173050359, 43.58540283202136], [1.427799283191516, 43.5853964350247], [1.427922847992233, 43.58553047900163], [1.427960317881397, 43.58557111262648], [1.427853579970268, 43.585638745246754], [1.427760249969498, 43.585697890844294], [1.427922969991939, 43.585833592830646], [1.428302986132252, 43.585592797386774], [1.428396327826984, 43.58553365151714], [1.42823359517167, 43.58539795001449], [1.428148499954592, 43.58545186947957], [1.428036151023137, 43.58533001458322], [1.428048932202055, 43.58532422883367], [1.428153705140331, 43.585293929438805], [1.428146181848078, 43.585280206410324], [1.428163436248734, 43.58527240193106], [1.428103825013553, 43.585202821415415], [1.42806214244726, 43.58512666990569], [1.428043264378209, 43.58513212065006], [1.42795797215706, 43.585032554660486], [1.428073143594078, 43.58498749776183], [1.428075351804005, 43.58499023753555], [1.428134316590185, 43.58496513059702], [1.428199349924644, 43.58498042811226], [1.428222130913565, 43.58492919899697], [1.428287360279615, 43.58490368205695], [1.428285277485972, 43.58490088097601], [1.428289058903412, 43.58489927595886], [1.428254532148219, 43.58485641384422], [1.428267729685393, 43.584826750254535], [1.428346020275146, 43.584792255449834]]]], ""type"": ""MultiPolygon""}",3,Faubourgs commerçants,CROIX DE PIERRE,Du lundi au samedi de 9h à 19h sauf dimanches et jours fériés et du 1er au 15 août,"une 1/2 heure gratuite par demi-journée, 1heure = 1€, 2h = 2€, de 2h à 3h = majoration tarifaire jusqu'à 30€"
"43.69275720992374,1.4293335242023157","{""coordinates"": [[[[1.427814372448466, 43.693191764089015], [1.427803316699135, 43.693192307103644], [1.427740346940167, 43.69320364072465], [1.427681060302203, 43.69322273011804], [1.427627245823316, 43.69324899644931], [1.427580524260176, 43.693281651553], [1.427542323285305, 43.693319697594305], [1.427513826718042, 43.69336197138874], [1.427495861511108, 43.693407196878184], [1.427488996500955, 43.69345400447533], [1.427493442490883, 43.69350095671206], [1.427509062327585, 43.693546638396896], [1.427535358495072, 43.693589656446754], [1.42757157047131, 43.6936287132266], [1.427616575275965, 43.693662614201884], [1.427668997695561, 43.693690323449395], [1.427727258731423, 43.69371100932712], [1.427789600405319, 43.69372404481243], [1.427854097931799, 43.69372901667062], [1.427918819093286, 43.693725799636645], [1.427975233067166, 43.693715646185], [1.428179254843492, 43.69431955727181], [1.42820878642718, 43.69440697230811], [1.428449750138146, 43.69436411699117], [1.428187296123993, 43.69358728431887], [1.428208309674994, 43.6935561343628], [1.428226274397238, 43.69351090876544], [1.428233126213427, 43.69346410995615], [1.428228692290658, 43.69341714891661], [1.428213071947835, 43.69337146732657], [1.428186762994065, 43.69332844925863], [1.428150563204158, 43.693289392835034], [1.428105558378083, 43.693255492062434], [1.428096060353929, 43.693250474965694], [1.428094548628572, 43.69324463009231], [1.428646588767805, 43.69304243007214], [1.428722450766806, 43.69301464410449], [1.428728799769678, 43.69301716984284], [1.428733885679095, 43.693010460306056], [1.42873978482061, 43.69300829885579], [1.428735752517676, 43.69301456358707], [1.428827122470852, 43.69304549256068], [1.42889689941652, 43.69309830954142], [1.428925133972992, 43.69307867209361], [1.429328127329929, 43.6932150937284], [1.429867871856221, 43.6934172925116], [1.429868080838335, 43.693417367362635], [1.43073160771608, 43.693739332617724], [1.430841934820389, 43.69378046422625], [1.430955321306654, 43.693620350814264], [1.429981567265174, 43.69325730122215], [1.429439734902459, 43.693054318442606], [1.429435272366621, 43.69305272754701], [1.429117229732044, 43.69294505941755], [1.429860945537102, 43.692427753047895], [1.430875632017593, 43.691772809514866], [1.430876389100646, 43.69177231566028], [1.431386864227524, 43.69143731679301], [1.432002406820517, 43.691053354247764], [1.432096465077187, 43.69099467437064], [1.431934741327269, 43.69085817277113], [1.431223955673761, 43.69130155433875], [1.43122162197866, 43.691303053067124], [1.430710364718328, 43.69163856273837], [1.429783625083025, 43.69223674238722], [1.429780485664334, 43.69223435926308], [1.429737547236881, 43.69226423088231], [1.429720499896802, 43.69223634525025], [1.429684287370854, 43.692197289121474], [1.42963928226627, 43.69216339792967], [1.429586860264189, 43.692135689557915], [1.429528600102913, 43.69211500460335], [1.429466259702725, 43.692101970046274], [1.429401763998176, 43.69209699008409], [1.429337044412429, 43.69210021694802], [1.429274088468659, 43.69211155157622], [1.429214803373151, 43.69213064176303], [1.429160978117365, 43.69215690865001], [1.429114270846731, 43.69218955555576], [1.42907607151353, 43.69222760211918], [1.429047563886584, 43.692269885139574], [1.429029600139414, 43.6923151108861], [1.429022749063851, 43.692361909763314], [1.429027183521596, 43.69240887079162], [1.429042804227846, 43.69245455228881], [1.429069113408561, 43.69249757017676], [1.429105325718745, 43.69253662649342], [1.429150318168105, 43.69257052671854], [1.429202752747694, 43.69259823545158], [1.42923890904891, 43.69261106789984], [1.428876093991662, 43.6928634329528], [1.428840647996035, 43.692851438225205], [1.42883811489578, 43.69285537376398], [1.428232648406065, 43.69261426191995], [1.428224979182559, 43.69261145716768], [1.427816692834162, 43.69247462661314], [1.427704086776156, 43.692436881881235], [1.427600062081745, 43.69260030616544], [1.428117056636438, 43.692773568676536], [1.42845868161602, 43.6929096102226], [1.427915209110853, 43.69310866694329], [1.427810577115041, 43.693122945638], [1.427816276107974, 43.693144898095056], [1.42778877183127, 43.693154966979414], [1.427814372448466, 43.693191764089015]], [[1.428750981388791, 43.69298785406226], [1.428752283355576, 43.6929888439582], [1.42875035703581, 43.69299186051626], [1.428749208890776, 43.69299019755201], [1.428750981388791, 43.69298785406226]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CASTELGINEST,"Du lundi au Samedi : 9h-12h et 14h-20h, durée maximale : 1h30",Gratuit
"43.61354588666967,1.3371246351180082","{""coordinates"": [[[[1.337277604654458, 43.613557130687525], [1.33736064391371, 43.613490346783195], [1.337176797986151, 43.61336967037976], [1.33697167609849, 43.61353463525745], [1.336888623967725, 43.613601418703205], [1.337072469778362, 43.61372210455374], [1.337277604654458, 43.613557130687525]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,PL FIRMIN PONS - NORD,"Du lundi au samedi : 8h-19h, durée maximale : 0h30",Gratuit
"43.61602380985703,1.2399368142595228","{""coordinates"": [[[[1.240308392568241, 43.61602946595062], [1.240304096230239, 43.615982505278296], [1.240288648783833, 43.6159367973103], [1.240262505986144, 43.61589372639843], [1.240226460082048, 43.615854609991885], [1.240181616586646, 43.61582064426843], [1.240129346556836, 43.6157928403901], [1.240071223624004, 43.615772059557095], [1.240009001558998, 43.615758931642766], [1.239944602148198, 43.615753846007514], [1.239879953662024, 43.615756967045925], [1.239817041699658, 43.6157681899473], [1.239757771651177, 43.615787183615424], [1.239703932062574, 43.615813372104235], [1.239657181993082, 43.61584594342754], [1.239618912436382, 43.61588392847201], [1.239590309288231, 43.61592616594381], [1.239572227669864, 43.61597136347287], [1.239565239911538, 43.61601815235883], [1.239569523297691, 43.61606511286942], [1.239584982623934, 43.61611082111993], [1.239611125036499, 43.61615389218159], [1.239647170722986, 43.616193008775724], [1.239692001808635, 43.61622697451327], [1.239744284396929, 43.61625477877348], [1.239802407678132, 43.61627555976719], [1.239864617839443, 43.61628868760166], [1.23992903019383, 43.61629377346902], [1.239993666860147, 43.61629065221524], [1.24005659171449, 43.61627942940843], [1.240115862147987, 43.61626043559056], [1.240169689568279, 43.61623424672563], [1.240216452047607, 43.616201675388254], [1.24025472143166, 43.61616369015038], [1.240283324231342, 43.61612145251787], [1.240301392981706, 43.61607625469157], [1.240308392568241, 43.61602946595062]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,BRAX,"tous les jours : 8h-20h, durée maximale : 1h30",Gratuit
"43.649312357891546,1.4933006552221182","{""coordinates"": [[[[1.493407832325998, 43.64940308401969], [1.493531785708903, 43.64940390608365], [1.493534061923464, 43.64922390266076], [1.493193464010169, 43.64922163622416], [1.493069523617865, 43.649220804959945], [1.493067246032661, 43.6494008083739], [1.493407832325998, 43.64940308401969]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,ANTIBES,"Du lundi au vendredi : 7h30-18h30, durée maximale : 0h15",Gratuit
"43.61306512954557,1.4770405201159291","{""coordinates"": [[[[1.476915817156332, 43.612873487362684], [1.476895245063727, 43.61288013007217], [1.476841522382477, 43.612906429064026], [1.476794888880084, 43.61293909600578], [1.476756768871317, 43.61297715942379], [1.476728331517851, 43.613019446433135], [1.476710438812726, 43.6130646810755], [1.476703620581376, 43.61311149299128], [1.47670432841301, 43.61311887516509], [1.476511594893532, 43.61334249021541], [1.476445844489808, 43.613418773091304], [1.476655838501038, 43.61351431747379], [1.47682638346461, 43.61331643538555], [1.476831199609806, 43.61332005472833], [1.47688357536011, 43.613347742521235], [1.476941776377328, 43.61336840425234], [1.477004046491944, 43.61338141362756], [1.47706846289467, 43.61338636721727], [1.477133096484306, 43.61338311357614], [1.477195962327487, 43.613371752590766], [1.477255155908836, 43.61335263727421], [1.477308890966083, 43.61332634725687], [1.477355512103239, 43.61329367994926], [1.477393631936307, 43.6132556163382], [1.477422069163394, 43.61321332016956], [1.477439973770698, 43.6131680855826], [1.477446778833166, 43.61312128246057], [1.477442312883063, 43.61307432190073], [1.477426676270922, 43.61302864558379], [1.477400367266436, 43.61298563741218], [1.477364171254874, 43.61294659504471], [1.477319210502777, 43.612912721550835], [1.477266822766751, 43.6128850247885], [1.477214283734117, 43.612866373275466], [1.477395631802886, 43.6126559664695], [1.477461380422441, 43.61257967403316], [1.477251388141236, 43.61248414008063], [1.476915817156332, 43.612873487362684]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,SOUPETARD,"Du lundi au Samedi : 9h-12h et 14h-19h, durée maximale : 1h30",Gratuit
"43.53065386206594,1.347572323940006","{""coordinates"": [[[[1.347943389118883, 43.530659169036376], [1.347939028455826, 43.53061221117589], [1.3479235097368, 43.53056651608263], [1.347897327626474, 43.53052346825534], [1.347861263213607, 43.53048438426698], [1.347816434943582, 43.530450459478004], [1.347764176387936, 43.53042271227181], [1.347706098088552, 43.53040198494112], [1.347643952474533, 43.53038890574506], [1.347579621739024, 43.530383879733876], [1.347515081465844, 43.53038706122074], [1.347452264575994, 43.530398351834705], [1.347393110806925, 43.53041740122869], [1.347339405190934, 43.53044363177509], [1.347292765445547, 43.53047624738699], [1.347254616263847, 43.530514269160015], [1.347226127470391, 43.530556534485584], [1.347208163084378, 43.530601750337034], [1.347201255119232, 43.53064854691037], [1.347205627343613, 43.530695513974486], [1.347221133189787, 43.530741208985184], [1.34724731516052, 43.53078424796336], [1.347283379357736, 43.53082333213953], [1.347328219730953, 43.53085726630756], [1.34738046609128, 43.530885013529954], [1.347438544739207, 43.53090574102106], [1.347500703203712, 43.53091882050244], [1.34756502237012, 43.530923837380364], [1.347629575333128, 43.53092066504246], [1.347692380358062, 43.53090937415699], [1.347751534509989, 43.530890324612855], [1.347805252710546, 43.530864094055744], [1.347851880352755, 43.530831469064765], [1.347890029360899, 43.53079344709848], [1.347918517562428, 43.530751190611774], [1.347936493835789, 43.53070597482906], [1.347943389118883, 43.530659169036376]]]], ""type"": ""MultiPolygon""}",5,Zone bleue,CUGNAUX,"du lundi au vendredi : 8h-12h et 14h-18h, durée maximale : 1h30",Gratuit
