Geo Point,Geo Shape,lib_voie,motdir,no,commune,insee,nb_places,coord_x,coord_y
"43.64992962067921,1.4563909661003136","{""coordinates"": [[1.456390966100314, 43.64992962067921]], ""type"": ""MultiPoint""}",BD FLORENCE ARTHAUD,ARTHAUD (BD FLORENCE ARTHAUD),,TOULOUSE,31555,8,1.45627,43.6501
"43.5680249918884,1.4540319787159046","{""coordinates"": [[1.454031978715905, 43.5680249918884]], ""type"": ""MultiPoint""}",CHE DE LA SALADE PONSAN,PONSAN (CHE DE LA SALADE PONSAN),86,TOULOUSE,31555,6,0,0
"43.590439537000485,1.4438182362794756","{""coordinates"": [[1.443818236279476, 43.590439537000485]], ""type"": ""MultiPoint""}",RUE DES BUCHERS,BUCHERS (RUE DES BUCHERS),24,TOULOUSE,31555,8,0,0
"43.61136598555963,1.453067755196512","{""coordinates"": [[1.453067755196512, 43.61136598555963]], ""type"": ""MultiPoint""}",BD PIERRE SEMARD,SEMARD (BD PIERRE SEMARD),64,TOULOUSE,31555,10,0,0
"43.60131522432815,1.4042793025586724","{""coordinates"": [[1.404279302558672, 43.60131522432815]], ""type"": ""MultiPoint""}",RUE DU DOCTEUR SUZANNE NOEL,NOEL (RUE DU DOCTEUR SUZANNE NOEL),4,TOULOUSE,31555,1,1.404279,43.601315
"43.60290409087511,1.4062714334162112","{""coordinates"": [[1.406271433416211, 43.60290409087511]], ""type"": ""MultiPoint""}",RUE THOMAS DUPUY,DUPUY (RUE THOMAS DUPUY),6,TOULOUSE,31555,1,1.406271,43.602904
"43.602909754338555,1.4059946826075855","{""coordinates"": [[1.405994682607586, 43.602909754338555]], ""type"": ""MultiPoint""}",RUE THOMAS DUPUY,DUPUY (RUE THOMAS DUPUY),4,TOULOUSE,31555,5,1.405995,43.60291
"43.64111264189897,1.454554472008315","{""coordinates"": [[1.454554472008315, 43.64111264189897]], ""type"": ""MultiPoint""}",RUE LOUISE WEISS,WEISS (RUE LOUISE WEISS),2,TOULOUSE,31555,8,1.454521,43.641048
"43.656346749227346,1.366949549898656","{""coordinates"": [[1.366949549898656, 43.656346749227346]], ""type"": ""MultiPoint""}",BD HENRI ZIEGLER,ZIEGLER (BD HENRI ZIEGLER),3,BLAGNAC,31069,8,1.366962,43.656403
"43.60271206852583,1.4050384890587917","{""coordinates"": [[1.405038489058792, 43.60271206852583]], ""type"": ""MultiPoint""}",RUE LUCE BOYALS,BOYALS (RUE LUCE BOYALS),9,TOULOUSE,31555,8,1.405038,43.602712
"43.56400459288503,1.4741871570785638","{""coordinates"": [[1.474187157078564, 43.56400459288503]], ""type"": ""MultiPoint""}",AV DU COLONEL ROCHE,ROCHE (AV DU COLONEL ROCHE),,TOULOUSE,31555,14,1.474597,43.563896
"43.65991849575596,1.364672978882016","{""coordinates"": [[1.364672978882016, 43.65991849575596]], ""type"": ""MultiPoint""}",BD HENRI ZIEGLER,ZIEGLER (BD HENRI ZIEGLER),,BLAGNAC,31069,3,1.364658,43.660036
"43.659820970680315,1.3647377421218536","{""coordinates"": [[1.364737742121854, 43.659820970680315]], ""type"": ""MultiPoint""}",BD HENRI ZIEGLER,ZIEGLER (BD HENRI ZIEGLER),,BLAGNAC,31069,2,1.364697,43.659975
"43.60002358032259,1.4180987166826986","{""coordinates"": [[1.418098716682699, 43.60002358032259]], ""type"": ""MultiPoint""}",RUE DES BRAVES,BRAVES (RUE DES BRAVES),,TOULOUSE,31555,4,1.418158,43.600011
"43.638275501620335,1.444042246661424","{""coordinates"": [[1.444042246661424, 43.638275501620335]], ""type"": ""MultiPoint""}",CHE DES IZARDS,IZARDS (CHE DES IZARDS),15,TOULOUSE,31555,10,1.444042,43.638276
"43.66449774777391,1.379010092611753","{""coordinates"": [[1.379010092611753, 43.66449774777391]], ""type"": ""MultiPoint""}",RUE DES ROSSIGNOLS,ROSSIGNOLS (RUE DES ROSSIGNOLS),,BEAUZELLE,31056,8,1.37901,43.664498
"43.59989259591987,1.4267306786665839","{""coordinates"": [[1.426730678666584, 43.59989259591987]], ""type"": ""MultiPoint""}",RUE DES FONTAINES,FONTAINES (RUE DES FONTAINES),24,TOULOUSE,31555,6,1.426731,43.599893
"43.59980439236388,1.4269583544004796","{""coordinates"": [[1.42695835440048, 43.59980439236388]], ""type"": ""MultiPoint""}",RUE DES FONTAINES,FONTAINES (RUE DES FONTAINES),28B,TOULOUSE,31555,6,1.426958,43.599804
"43.60021740533479,1.4257814226279932","{""coordinates"": [[1.425781422627993, 43.60021740533479]], ""type"": ""MultiPoint""}",RUE DES FONTAINES,FONTAINES (RUE DES FONTAINES),40,TOULOUSE,31555,6,1.425781,43.600217
"43.634527995687854,1.397857515030431","{""coordinates"": [[1.397857515030431, 43.634527995687854]], ""type"": ""MultiPoint""}",RUE LAVIGNE,LAVIGNE - 0008 RUE LAVIGNE,8,BLAGNAC,31069,10,1.397858,43.634528
"43.57763749982111,1.4392515973884137","{""coordinates"": [[1.439251597388414, 43.57763749982111]], ""type"": ""MultiPoint""}",PL D EMPALOT,EMPALOT (PL D EMPALOT),5,TOULOUSE,31555,6,1.439252,43.577638
"43.60321984814849,1.4398988215608777","{""coordinates"": [[1.439898821560878, 43.60321984814849]], ""type"": ""MultiPoint""}",RUE JOSEPH LAKANAL,LAKANAL (RUE JOSEPH LAKANAL),1B,TOULOUSE,31555,16,1.439899,43.60322
"43.60328362068608,1.4408135428165327","{""coordinates"": [[1.440813542816533, 43.60328362068608]], ""type"": ""MultiPoint""}",RUE JOSEPH LAKANAL,LAKANAL (RUE JOSEPH LAKANAL),10,TOULOUSE,31555,8,1.440814,43.603284
"43.572496966049776,1.4606706041881994","{""coordinates"": [[1.460670604188199, 43.572496966049776]], ""type"": ""MultiPoint""}",AV DE RANGUEIL,RANGUEIL (AV DE RANGUEIL),109,TOULOUSE,31555,6,1.460671,43.572497
"43.58216614317243,1.4258051786467612","{""coordinates"": [[1.425805178646761, 43.58216614317243]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),73,TOULOUSE,31555,2,1.425805,43.582166
"43.583736451013685,1.4271135597638214","{""coordinates"": [[1.427113559763821, 43.583736451013685]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),103,TOULOUSE,31555,6,1.427114,43.583736
"43.580392523658915,1.4243290003446099","{""coordinates"": [[1.42432900034461, 43.580392523658915]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),19,TOULOUSE,31555,4,1.424329,43.580393
"43.58881431459167,1.431498419227657","{""coordinates"": [[1.431498419227657, 43.58881431459167]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),232,TOULOUSE,31555,4,1.431498,43.588814
"43.58812712712133,1.4309283748609498","{""coordinates"": [[1.43092837486095, 43.58812712712133]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),212,TOULOUSE,31555,4,1.430928,43.588127
"43.587021543912215,1.4297847930442626","{""coordinates"": [[1.429784793044263, 43.587021543912215]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),177,TOULOUSE,31555,4,1.429785,43.587022
"43.58672866652405,1.429550845682978","{""coordinates"": [[1.429550845682978, 43.58672866652405]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),169,TOULOUSE,31555,4,1.429551,43.586729
"43.586089091292315,1.4290066284119012","{""coordinates"": [[1.429006628411901, 43.586089091292315]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),155,TOULOUSE,31555,4,1.429007,43.586089
"43.58556116159829,1.42881925917907","{""coordinates"": [[1.42881925917907, 43.58556116159829]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),152,TOULOUSE,31555,6,1.428819,43.585561
"43.585316346902495,1.428599280889638","{""coordinates"": [[1.428599280889638, 43.585316346902495]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),144,TOULOUSE,31555,8,1.428599,43.585316
"43.59984483494213,1.4487526677029785","{""coordinates"": [[1.448752667702979, 43.59984483494213]], ""type"": ""MultiPoint""}",PL SAINT ETIENNE,ETIENNE (PL SAINT ETIENNE),10,TOULOUSE,31555,12,1.448753,43.599845
"43.61422134738341,1.437789953317173","{""coordinates"": [[1.437789953317173, 43.61422134738341]], ""type"": ""MultiPoint""}",AV HONORE SERRES,SERRES (AV HONORE SERRES),57,TOULOUSE,31555,6,1.43779,43.614221
"43.61471561869653,1.4377758515718793","{""coordinates"": [[1.437775851571879, 43.61471561869653]], ""type"": ""MultiPoint""}",AV HONORE SERRES,SERRES (AV HONORE SERRES),42,TOULOUSE,31555,6,1.437776,43.614716
"43.583677681115496,1.4708244067631684","{""coordinates"": [[1.470824406763168, 43.583677681115496]], ""type"": ""MultiPoint""}",AV PAUL LANGEVIN,LANGEVIN (AV PAUL LANGEVIN),2,TOULOUSE,31555,2,1.470824,43.583678
"43.59796707447173,1.4321494769475487","{""coordinates"": [[1.432149476947549, 43.59796707447173]], ""type"": ""MultiPoint""}",PL INTERIEURE ST CYPRIEN,CYPRIEN (PL INTERIEURE ST CYPRIEN),11,TOULOUSE,31555,6,1.432149,43.597967
"43.59818536793324,1.4320999581844471","{""coordinates"": [[1.432099958184447, 43.59818536793324]], ""type"": ""MultiPoint""}",PL INTERIEURE ST CYPRIEN,CYPRIEN (PL INTERIEURE ST CYPRIEN),11B,TOULOUSE,31555,6,1.4321,43.598185
"43.5943254082974,1.4895041681548284","{""coordinates"": [[1.489504168154828, 43.5943254082974]], ""type"": ""MultiPoint""}",AV DE CASTRES,CASTRES (AV DE CASTRES),230B,TOULOUSE,31555,4,1.489504,43.594325
"43.596163118902666,1.4843921686704598","{""coordinates"": [[1.48439216867046, 43.596163118902666]], ""type"": ""MultiPoint""}",AV DE CASTRES,CASTRES (AV DE CASTRES),180,TOULOUSE,31555,4,1.484392,43.596163
"43.58173934624889,1.4754953932564276","{""coordinates"": [[1.475495393256428, 43.58173934624889]], ""type"": ""MultiPoint""}",AV ANTOINE DE ST EXUPERY,EXUPERY (AV ANTOINE DE ST EXUPERY),159,TOULOUSE,31555,4,1.475495,43.581739
"43.53702308846384,1.3448756586661401","{""coordinates"": [[1.34487565866614, 43.53702308846384]], ""type"": ""MultiPoint""}",PL DE LA MAIRIE,MAIRIE (PL DE LA MAIRIE),,CUGNAUX,31157,4,1.344876,43.537023
"43.59903817534498,1.430296028781433","{""coordinates"": [[1.430296028781433, 43.59903817534498]], ""type"": ""MultiPoint""}",RUE RECLUSANE,RECLUSANE (RUE RECLUSANE),42,TOULOUSE,31555,6,1.430296,43.599038
"43.59951707088504,1.4298549244249172","{""coordinates"": [[1.429854924424917, 43.59951707088504]], ""type"": ""MultiPoint""}",ALL CHARLES DE FITTE,FITTE (ALL CHARLES DE FITTE),58,TOULOUSE,31555,6,1.429855,43.599517
"43.606115905650874,1.4412394563735236","{""coordinates"": [[1.441239456373524, 43.606115905650874]], ""type"": ""MultiPoint""}",RUE DES LOIS,LOIS (RUE DES LOIS),17,TOULOUSE,31555,12,1.441239,43.606116
"43.59964004805279,1.4559316971115845","{""coordinates"": [[1.455931697111585, 43.59964004805279]], ""type"": ""MultiPoint""}",PORT SAINT ETIENNE,ETIENNE (PORT SAINT ETIENNE),7,TOULOUSE,31555,10,1.455932,43.59964
"43.600478135148485,1.4559475991673145","{""coordinates"": [[1.455947599167315, 43.600478135148485]], ""type"": ""MultiPoint""}",PORT SAINT ETIENNE,ETIENNE (PORT SAINT ETIENNE),13,TOULOUSE,31555,10,1.455948,43.600478
"43.59902453673086,1.456529304676689","{""coordinates"": [[1.456529304676689, 43.59902453673086]], ""type"": ""MultiPoint""}",PORT SAINT ETIENNE,ETIENNE (PORT SAINT ETIENNE),12,TOULOUSE,31555,10,1.456529,43.599025
"43.61272969396808,1.4457739908844318","{""coordinates"": [[1.445773990884432, 43.61272969396808]], ""type"": ""MultiPoint""}",RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),43,TOULOUSE,31555,2,1.445774,43.61273
"43.611487873091576,1.444451694132276","{""coordinates"": [[1.444451694132276, 43.611487873091576]], ""type"": ""MultiPoint""}",RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),15B,TOULOUSE,31555,10,1.444452,43.611488
"43.610764094015224,1.4436309151574303","{""coordinates"": [[1.44363091515743, 43.610764094015224]], ""type"": ""MultiPoint""}",RUE DE LA CONCORDE,CONCORDE (RUE DE LA CONCORDE),1,TOULOUSE,31555,6,1.443631,43.610764
"43.60892636866378,1.4941516678166429","{""coordinates"": [[1.494151667816643, 43.60892636866378]], ""type"": ""MultiPoint""}",AV ANTOINE PARMENTIER,LILAS - 0029 RUE DES LILAS,,BALMA,31044,4,1.494152,43.608926
"43.61404517703768,1.398087494036216","{""coordinates"": [[1.398087494036216, 43.61404517703768]], ""type"": ""MultiPoint""}",AV DES ARENES ROMAINES,ROMAINES (AV DES ARENES ROMAINES),105,TOULOUSE,31555,6,1.398087,43.614045
"43.5788995439961,1.4465190484045318","{""coordinates"": [[1.446519048404532, 43.5788995439961]], ""type"": ""MultiPoint""}",RUE SAINT ROCH,ROCH (RUE SAINT ROCH),81,TOULOUSE,31555,12,1.446519,43.5789
"43.58724760566863,1.416439160417697","{""coordinates"": [[1.416439160417697, 43.58724760566863]], ""type"": ""MultiPoint""}",RUE VESTREPAIN,VESTREPAIN (RUE VESTREPAIN),59,TOULOUSE,31555,8,1.416439,43.587248
"43.73832474708359,1.371748233686104","{""coordinates"": [[1.371748233686104, 43.73832474708359]], ""type"": ""MultiPoint""}",D20,D20 (D20),,SAINT-JORY,31490,2,1.371748,43.738325
"43.592640480123244,1.4440965945918154","{""coordinates"": [[1.444096594591815, 43.592640480123244]], ""type"": ""MultiPoint""}",ALL PAUL FEUGA,FEUGA (ALL PAUL FEUGA),6,TOULOUSE,31555,16,1.444097,43.59264
"43.61405618433007,1.444724278322589","{""coordinates"": [[1.444724278322589, 43.61405618433007]], ""type"": ""MultiPoint""}",RUE DU PRINTEMPS,PRINTEMPS (RUE DU PRINTEMPS),31,TOULOUSE,31555,8,1.444724,43.614056
"43.60690730164111,1.459527333363951","{""coordinates"": [[1.459527333363951, 43.60690730164111]], ""type"": ""MultiPoint""}",AV DU CIMETIERE,CIMETIERE (AV DU CIMETIERE),4,TOULOUSE,31555,8,1.459527,43.606907
"43.60651109196562,1.4565733237050926","{""coordinates"": [[1.456573323705093, 43.60651109196562]], ""type"": ""MultiPoint""}",AV DU CIMETIERE,CIMETIERE (AV DU CIMETIERE),34,TOULOUSE,31555,6,1.456573,43.606511
"43.60599300140565,1.5003823664316904","{""coordinates"": [[1.50038236643169, 43.60599300140565]], ""type"": ""MultiPoint""}",AV FRANCOIS MITTERRAND,MITTERRAND (AV FRANCOIS MITTERRAND),,BALMA,31044,8,1.500382,43.605993
"43.63574931631574,1.4641964871995938","{""coordinates"": [[1.464196487199594, 43.63574931631574]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),122,TOULOUSE,31555,12,1.464165,43.63584
"43.63705793237285,1.4642644140586634","{""coordinates"": [[1.464264414058663, 43.63705793237285]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),137,TOULOUSE,31555,8,1.464264,43.637058
"43.63547567484201,1.463967939923377","{""coordinates"": [[1.463967939923377, 43.63547567484201]], ""type"": ""MultiPoint""}",RTE D ALBI,ALBI (RTE D ALBI),116,TOULOUSE,31555,4,1.463968,43.635476
"43.59752579896855,1.4422264502569624","{""coordinates"": [[1.442226450256962, 43.59752579896855]], ""type"": ""MultiPoint""}",RUE DE LA DALBADE,DALBADE (RUE DE LA DALBADE),37,TOULOUSE,31555,8,1.442226,43.597526
"43.59730083260146,1.4445468113356166","{""coordinates"": [[1.444546811335617, 43.59730083260146]], ""type"": ""MultiPoint""}",PL DES CARMES,CARMES (PL DES CARMES),42,TOULOUSE,31555,10,1.444547,43.597301
"43.59784802202033,1.4443607390490205","{""coordinates"": [[1.444360739049021, 43.59784802202033]], ""type"": ""MultiPoint""}",PL DES CARMES,CARMES (PL DES CARMES),14,TOULOUSE,31555,12,1.444361,43.597848
"43.597412136580836,1.4452900780721478","{""coordinates"": [[1.445290078072148, 43.597412136580836]], ""type"": ""MultiPoint""}",PL DES CARMES,CARMES (PL DES CARMES),37,TOULOUSE,31555,20,1.44529,43.597412
"43.60601927193243,1.4463468455602269","{""coordinates"": [[1.446346845560227, 43.60601927193243]], ""type"": ""MultiPoint""}",PL VICTOR HUGO,HUGO (PL VICTOR HUGO),19,TOULOUSE,31555,10,1.446347,43.606019
"43.640778633643265,1.3820533343784058","{""coordinates"": [[1.382053334378406, 43.640778633643265]], ""type"": ""MultiPoint""}",AV DU GENERAL DE GAULLE,GAULLE (AV DU GENERAL DE GAULLE),,BLAGNAC,31069,16,1.382053,43.640779
"43.64436232244398,1.5250451817931092","{""coordinates"": [[1.525045181793109, 43.64436232244398]], ""type"": ""MultiPoint""}",ALL DE LA GARE,GARE (ALL DE LA GARE),,MONTRABÉ,31389,6,1.525045,43.644362
"43.59488744760194,1.4446410126395328","{""coordinates"": [[1.444641012639533, 43.59488744760194]], ""type"": ""MultiPoint""}",PL DU SALIN,SALIN (PL DU SALIN),15,TOULOUSE,31555,10,1.444641,43.594887
"43.59431466984568,1.4447653353233256","{""coordinates"": [[1.444765335323326, 43.59431466984568]], ""type"": ""MultiPoint""}",PL DU SALIN,SALIN (PL DU SALIN),10,TOULOUSE,31555,4,1.444765,43.594315
"43.594471784311175,1.4450647736130733","{""coordinates"": [[1.445064773613073, 43.594471784311175]], ""type"": ""MultiPoint""}",PL DU SALIN,SALIN (PL DU SALIN),14,TOULOUSE,31555,6,1.445065,43.594472
"43.56782684209896,1.5886020882399994","{""coordinates"": [[1.588602088239999, 43.56782684209896]], ""type"": ""MultiPoint""}",PL DE LA MAIRIE,MAIRIE (PL DE LA MAIRIE),,AIGREFEUILLE,31003,8,1.588602,43.567827
"43.591434731289574,1.4192690653833033","{""coordinates"": [[1.419269065383303, 43.591434731289574]], ""type"": ""MultiPoint""}",PL EMILE MALE,MALE (PL EMILE MALE),2,TOULOUSE,31555,10,1.419269,43.591435
"43.592915074614,1.4350004818656008","{""coordinates"": [[1.435000481865601, 43.592915074614]], ""type"": ""MultiPoint""}",COURS DILLON,DILLON (COURS DILLON),,TOULOUSE,31555,12,1.435,43.592915
"43.6069259543048,1.4462646844996965","{""coordinates"": [[1.446264684499696, 43.6069259543048]], ""type"": ""MultiPoint""}",PL VICTOR HUGO,HUGO (PL VICTOR HUGO),23,TOULOUSE,31555,10,1.446265,43.606926
"43.61048560514577,1.434700696533762","{""coordinates"": [[1.434700696533762, 43.61048560514577]], ""type"": ""MultiPoint""}",RUE LASCROSSES,LASCROSSES (RUE LASCROSSES),8,TOULOUSE,31555,10,1.434701,43.610486
"43.60398143907878,1.4433825527487558","{""coordinates"": [[1.443382552748756, 43.60398143907878]], ""type"": ""MultiPoint""}",PL DU CAPITOLE,CAPITOLE (PL DU CAPITOLE),5,TOULOUSE,31555,14,1.443383,43.603981
"43.60363141925034,1.444771029258426","{""coordinates"": [[1.444771029258426, 43.60363141925034]], ""type"": ""MultiPoint""}",RUE DE LA POMME,POMME (RUE DE LA POMME),68,TOULOUSE,31555,14,1.444771,43.603631
"43.61116106704802,1.4563611891760941","{""coordinates"": [[1.456361189176094, 43.61116106704802]], ""type"": ""MultiPoint""}",RUE RENE LEDUC,LEDUC (RUE RENE LEDUC),,TOULOUSE,31555,18,1.456361,43.611161
"43.61043798423839,1.4559863934253257","{""coordinates"": [[1.455986393425326, 43.61043798423839]], ""type"": ""MultiPoint""}",RUE RENE LEDUC,LEDUC (RUE RENE LEDUC),,TOULOUSE,31555,36,1.455986,43.610438
"43.61154675112644,1.4565566093139843","{""coordinates"": [[1.456556609313984, 43.61154675112644]], ""type"": ""MultiPoint""}",RUE RENE LEDUC,LEDUC (RUE RENE LEDUC),5,TOULOUSE,31555,18,1.456557,43.611547
"43.66902415000562,1.3645071803189242","{""coordinates"": [[1.364507180318924, 43.66902415000562]], ""type"": ""MultiPoint""}",RUE DU RIOU,RIOU - 0249 RUE DU RIOU,249,BEAUZELLE,31056,6,1.364507,43.669024
"43.59930412781827,1.4491894964465866","{""coordinates"": [[1.449189496446587, 43.59930412781827]], ""type"": ""MultiPoint""}",RUE PIERRE DE FERMAT,FERMAT (RUE PIERRE DE FERMAT),16,TOULOUSE,31555,8,1.449189,43.599304
"43.596608028633476,1.4231003894600662","{""coordinates"": [[1.423100389460066, 43.596608028633476]], ""type"": ""MultiPoint""}",PL DE LA PATTE D OIE,OIE (PL DE LA PATTE D OIE),4,TOULOUSE,31555,14,1.4231,43.596608
"43.59637528830565,1.423487691398974","{""coordinates"": [[1.423487691398974, 43.59637528830565]], ""type"": ""MultiPoint""}",PL DE LA PATTE D OIE,OIE (PL DE LA PATTE D OIE),14,TOULOUSE,31555,4,1.423488,43.596375
"43.60625869185952,1.4385412938527853","{""coordinates"": [[1.438541293852785, 43.60625869185952]], ""type"": ""MultiPoint""}",PL ANATOLE FRANCE,FRANCE (PL ANATOLE FRANCE),2,TOULOUSE,31555,20,1.438541,43.606259
"43.655516809998225,1.3695386421328282","{""coordinates"": [[1.369538642132828, 43.655516809998225]], ""type"": ""MultiPoint""}",AV D ANDROMEDE,ANDROMEDE (AV D ANDROMEDE),,BLAGNAC,31069,6,1.369539,43.655517
"43.610133471638946,1.4352454887168153","{""coordinates"": [[1.435245488716815, 43.610133471638946]], ""type"": ""MultiPoint""}",BD LASCROSSES,LASCROSSES (BD LASCROSSES),17T,TOULOUSE,31555,12,1.435245,43.610133
"43.58834397526288,1.4413572094267633","{""coordinates"": [[1.441357209426763, 43.58834397526288]], ""type"": ""MultiPoint""}",RUE FRANCOIS LONGAUD,LONGAUD (RUE FRANCOIS LONGAUD),3,TOULOUSE,31555,8,1.441357,43.588344
"43.588587140343996,1.4571414487378098","{""coordinates"": [[1.45714144873781, 43.588587140343996]], ""type"": ""MultiPoint""}",RUE DES PYRENEES,PYRENEES (RUE DES PYRENEES),2,TOULOUSE,31555,6,1.457141,43.588587
"43.646694311872906,1.5574524248360768","{""coordinates"": [[1.557452424836077, 43.646694311872906]], ""type"": ""MultiPoint""}",RUE DES SPORTS,SPORTS (RUE DES SPORTS),,BEAUPUY,31053,6,1.557452,43.646694
"43.59715196311549,1.601099508723204","{""coordinates"": [[1.601099508723204, 43.59715196311549]], ""type"": ""MultiPoint""}",ALL DE L EGLISE,EGLISE (ALL DE L EGLISE),,DRÉMIL-LAFAGE,31163,4,1.601107,43.597329
"43.5923487264982,1.389058421988164","{""coordinates"": [[1.389058421988164, 43.5923487264982]], ""type"": ""MultiPoint""}",AV DE LARDENNE,LARDENNE (AV DE LARDENNE),153B,TOULOUSE,31555,12,1.389058,43.592349
"43.59683189335472,1.4589326689895337","{""coordinates"": [[1.458932668989534, 43.59683189335472]], ""type"": ""MultiPoint""}",RUE PIERRE LAROUSSE,LAROUSSE (RUE PIERRE LAROUSSE),2,TOULOUSE,31555,4,1.458933,43.596832
"43.59678290020972,1.4586968723809515","{""coordinates"": [[1.458696872380951, 43.59678290020972]], ""type"": ""MultiPoint""}",RUE PIERRE LAROUSSE,LAROUSSE (RUE PIERRE LAROUSSE),5,TOULOUSE,31555,4,1.458697,43.596783
"43.601986136194874,1.4470841138803332","{""coordinates"": [[1.447084113880333, 43.601986136194874]], ""type"": ""MultiPoint""}",RUE DE LA POMME,POMME (RUE DE LA POMME),3,TOULOUSE,31555,16,1.447084,43.601986
"43.60776334108037,1.441712669804644","{""coordinates"": [[1.441712669804644, 43.60776334108037]], ""type"": ""MultiPoint""}",PL SAINT SERNIN,SERNIN (PL SAINT SERNIN),2,TOULOUSE,31555,10,1.441713,43.607763
"43.60830241781341,1.4427681038102647","{""coordinates"": [[1.442768103810265, 43.60830241781341]], ""type"": ""MultiPoint""}",PL SAINT SERNIN,SERNIN (PL SAINT SERNIN),6,TOULOUSE,31555,4,1.442768,43.608302
"43.608344481726,1.4428092405192994","{""coordinates"": [[1.442809240519299, 43.608344481726]], ""type"": ""MultiPoint""}",PL SAINT SERNIN,SERNIN (PL SAINT SERNIN),8,TOULOUSE,31555,10,1.442809,43.608344
"43.60447355256404,1.4539104574888266","{""coordinates"": [[1.453910457488827, 43.60447355256404]], ""type"": ""MultiPoint""}",RUE MAURY,MAURY (RUE MAURY),5,TOULOUSE,31555,8,1.45391,43.604474
"43.67860522788193,1.391620306657121","{""coordinates"": [[1.391620306657121, 43.67860522788193]], ""type"": ""MultiPoint""}",PL ALEXANDRE OLIVES,OLIVES (PL ALEXANDRE OLIVES),,FENOUILLET,31182,10,1.39162,43.678605
"43.5778554768339,1.4465403452969603","{""coordinates"": [[1.44654034529696, 43.5778554768339]], ""type"": ""MultiPoint""}",IMP DE LA CHARBONNIERE,CHARBONNIERE (IMP DE LA CHARBONNIERE),14,TOULOUSE,31555,12,1.44654,43.577855
"43.61021462162277,1.329982290775698","{""coordinates"": [[1.329982290775698, 43.61021462162277]], ""type"": ""MultiPoint""}",PL DE LA POSTE,POSTE - 0010 PL DE LA POSTE,10,COLOMIERS,31149,6,1.329982,43.610215
"43.592578699419064,1.4482703294811228","{""coordinates"": [[1.448270329481123, 43.592578699419064]], ""type"": ""MultiPoint""}",RUE ALFRED DUMERIL,DUMERIL (RUE ALFRED DUMERIL),,TOULOUSE,31555,12,1.44827,43.592579
"43.59238176772896,1.4490070200550889","{""coordinates"": [[1.449007020055089, 43.59238176772896]], ""type"": ""MultiPoint""}",RUE ALFRED DUMERIL,DUMERIL (RUE ALFRED DUMERIL),,TOULOUSE,31555,10,1.449007,43.592382
"43.56564982170752,1.5001227865831526","{""coordinates"": [[1.500122786583153, 43.56564982170752]], ""type"": ""MultiPoint""}",RTE DE LABEGE,LABEGE (RTE DE LABEGE),103,TOULOUSE,31555,12,1.500123,43.56565
"43.60420412936577,1.4461458865173673","{""coordinates"": [[1.446145886517367, 43.60420412936577]], ""type"": ""MultiPoint""}",RUE DU POIDS DE L HUILE,HUILE (RUE DU POIDS DE L HUILE),3,TOULOUSE,31555,8,1.446146,43.604204
"43.61486184670098,1.443302891036387","{""coordinates"": [[1.443302891036387, 43.61486184670098]], ""type"": ""MultiPoint""}",BD MATABIAU,MATABIAU (BD MATABIAU),35,TOULOUSE,31555,12,1.443392,43.614869
"43.63369723403914,1.5562702134178097","{""coordinates"": [[1.55627021341781, 43.63369723403914]], ""type"": ""MultiPoint""}",CHE DE LA TUILERIE,TUILERIE (CHE DE LA TUILERIE),,MONDOUZIL,31352,8,1.55627,43.633697
