Geo Point,Geo Shape,lib_voie,motdir,no,commune,insee,nb_places,coord_x,coord_y
"43.62528410510567,1.4550145514686623","{""coordinates"": [[1.455014551468662, 43.62528410510567]], ""type"": ""MultiPoint""}",PL DE L ARMEE D AFRIQUE,AFRIQUE (PL DE L ARMEE D AFRIQUE),2,TOULOUSE,31555,8,1.455015,43.625284
"43.59818019265055,1.4294914716159763","{""coordinates"": [[1.429491471615976, 43.59818019265055]], ""type"": ""MultiPoint""}",RUE VILLENEUVE,VILLENEUVE (RUE VILLENEUVE),4,TOULOUSE,31555,12,1.429491,43.59818
"43.61071720723988,1.4390089245649818","{""coordinates"": [[1.439008924564982, 43.61071720723988]], ""type"": ""MultiPoint""}",PL ARNAUD BERNARD,BERNARD (PL ARNAUD BERNARD),3,TOULOUSE,31555,8,1.439009,43.610717
"43.58643103294832,1.4361296622433906","{""coordinates"": [[1.436129662243391, 43.58643103294832]], ""type"": ""MultiPoint""}",ESP GEORGES VALLEREY,VALLEREY (ESP GEORGES VALLEREY),3,TOULOUSE,31555,14,1.43613,43.586431
"43.59392279636477,1.4439794775786698","{""coordinates"": [[1.44397947757867, 43.59392279636477]], ""type"": ""MultiPoint""}",PL DU PARLEMENT,PARLEMENT (PL DU PARLEMENT),4,TOULOUSE,31555,8,1.443979,43.593923
"43.58098778922414,1.3882724155683006","{""coordinates"": [[1.388272415568301, 43.58098778922414]], ""type"": ""MultiPoint""}",RUE JULIEN FORGUES,FORGUES (RUE JULIEN FORGUES),7,TOULOUSE,31555,4,1.388272,43.580988
"43.60284676730913,1.4538679799121834","{""coordinates"": [[1.453867979912183, 43.60284676730913]], ""type"": ""MultiPoint""}",RUE D AUBUISSON,AUBUISSON (RUE D AUBUISSON),23,TOULOUSE,31555,16,1.453868,43.602847
"43.60316105425657,1.4530832368423612","{""coordinates"": [[1.453083236842361, 43.60316105425657]], ""type"": ""MultiPoint""}",RUE D AUBUISSON,AUBUISSON (RUE D AUBUISSON),38,TOULOUSE,31555,10,1.453083,43.603161
"43.74276346230397,1.3716806125471759","{""coordinates"": [[1.371680612547176, 43.74276346230397]], ""type"": ""MultiPoint""}",RUE DE MONTSEGUR,MONTSEGUR (RUE DE MONTSEGUR),,SAINT-JORY,31490,8,1.371681,43.742763
"43.604433541357025,1.4328466689344344","{""coordinates"": [[1.432846668934434, 43.604433541357025]], ""type"": ""MultiPoint""}",QU SAINT PIERRE,PIERRE (QU SAINT PIERRE),10,TOULOUSE,31555,8,1.432847,43.604434
"43.604644283617,1.4325264060392229","{""coordinates"": [[1.432526406039223, 43.604644283617]], ""type"": ""MultiPoint""}",QU SAINT PIERRE,PIERRE (QU SAINT PIERRE),11,TOULOUSE,31555,12,1.432526,43.604644
"43.58745930335133,1.3496605411662217","{""coordinates"": [[1.349660541166222, 43.58745930335133]], ""type"": ""MultiPoint""}",BD VINCENT AURIOL,AURIOL - 0025 BD VINCENT AURIOL,25,TOURNEFEUILLE,31557,6,1.349661,43.587459
"43.61078435534319,1.3346300895086596","{""coordinates"": [[1.33463008950866, 43.61078435534319]], ""type"": ""MultiPoint""}",PL ALEX RAYMOND,RAYMOND (PL ALEX RAYMOND),,COLOMIERS,31149,12,1.33463,43.610784
"43.61065261372579,1.335388417419474","{""coordinates"": [[1.335388417419474, 43.61065261372579]], ""type"": ""MultiPoint""}",PL ALEX RAYMOND,RAYMOND (PL ALEX RAYMOND),,COLOMIERS,31149,6,1.335388,43.610653
"43.65741483694122,1.4837220299396372","{""coordinates"": [[1.483722029939637, 43.65741483694122]], ""type"": ""MultiPoint""}",AV DES PYRENEES,PYRENEES (AV DES PYRENEES),,L'UNION,31561,4,1.483722,43.657415
"43.634175263630475,1.391209035658368","{""coordinates"": [[1.391209035658368, 43.634175263630475]], ""type"": ""MultiPoint""}",RTE DE GRENADE,GRENADE - 0099 RTE DE GRENADE,99,BLAGNAC,31069,18,1.391209,43.634175
"43.66851085958569,1.3793775295307509","{""coordinates"": [[1.379377529530751, 43.66851085958569]], ""type"": ""MultiPoint""}",PL DE LA MAIRIE,MAIRIE - 0002 PL DE LA MAIRIE,2,BEAUZELLE,31056,4,1.379386,43.668534
"43.602377240485694,1.4499598852519635","{""coordinates"": [[1.449959885251964, 43.602377240485694]], ""type"": ""MultiPoint""}",RUE DES PENITENTS BLANCS,BLANCS (RUE DES PENITENTS BLANCS),15,TOULOUSE,31555,4,1.44996,43.602377
"43.614859214721406,1.4615592884374018","{""coordinates"": [[1.461559288437402, 43.614859214721406]], ""type"": ""MultiPoint""}",RUE DES REDOUTES,REDOUTES (RUE DES REDOUTES),4,TOULOUSE,31555,6,1.461559,43.614859
"43.59659652931699,1.4471549297770645","{""coordinates"": [[1.447154929777065, 43.59659652931699]], ""type"": ""MultiPoint""}",GRANDE-RUE NAZARETH,NAZARETH (GRANDE-RUE NAZARETH),36,TOULOUSE,31555,12,1.447155,43.596597
"43.5962226996007,1.4466868323292443","{""coordinates"": [[1.446686832329244, 43.5962226996007]], ""type"": ""MultiPoint""}",GRANDE-RUE NAZARETH,NAZARETH (GRANDE-RUE NAZARETH),27,TOULOUSE,31555,8,1.446687,43.596223
"43.600219767577315,1.45485016173092","{""coordinates"": [[1.45485016173092, 43.600219767577315]], ""type"": ""MultiPoint""}",PL DOMINIQUE MARTIN DUPUY,DUPUY (PL DOMINIQUE MARTIN DUPUY),14,TOULOUSE,31555,8,1.45485,43.60022
"43.60912464365217,1.4323817466664923","{""coordinates"": [[1.432381746666492, 43.60912464365217]], ""type"": ""MultiPoint""}",BD DU MARECHAL LECLERC,LECLERC (BD DU MARECHAL LECLERC),36,TOULOUSE,31555,8,1.432382,43.609125
"43.5856306284146,1.5329287267725837","{""coordinates"": [[1.532928726772584, 43.5856306284146]], ""type"": ""MultiPoint""}",RUE DES COTEAUX,COTEAUX (RUE DES COTEAUX),,QUINT-FONSEGRIVES,31445,4,1.532929,43.585631
"43.617269597402846,1.4369866655418728","{""coordinates"": [[1.436986665541873, 43.617269597402846]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),28,TOULOUSE,31555,4,1.436987,43.61727
"43.618375895088825,1.4364202669867168","{""coordinates"": [[1.436420266986717, 43.618375895088825]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),29,TOULOUSE,31555,2,1.43642,43.618376
"43.62064984196009,1.435644115683552","{""coordinates"": [[1.435644115683552, 43.62064984196009]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),69,TOULOUSE,31555,6,1.435644,43.62065
"43.62437626726091,1.434136463593222","{""coordinates"": [[1.434136463593222, 43.62437626726091]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),135,TOULOUSE,31555,6,1.434136,43.624376
"43.625256099632786,1.4339929830718052","{""coordinates"": [[1.433992983071805, 43.625256099632786]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),153,TOULOUSE,31555,4,1.433993,43.625256
"43.62659838553512,1.4337083706517062","{""coordinates"": [[1.433708370651706, 43.62659838553512]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),177,TOULOUSE,31555,4,1.433708,43.626598
"43.619312779312935,1.436103069142267","{""coordinates"": [[1.436103069142267, 43.619312779312935]], ""type"": ""MultiPoint""}",AV DES MINIMES,MINIMES (AV DES MINIMES),51,TOULOUSE,31555,2,1.436103,43.619313
"43.72378528856986,1.434031784135112","{""coordinates"": [[1.434031784135112, 43.72378528856986]], ""type"": ""MultiPoint""}",RUE DE MAURYS,MAURYS (RUE DE MAURYS),,GRATENTOUR,31230,8,1.434032,43.723785
"43.58366533578202,1.3449975060960504","{""coordinates"": [[1.34499750609605, 43.58366533578202]], ""type"": ""MultiPoint""}",RUE GASTON DOUMERGUE,DOUMERGUE - 0056 RUE GASTON DOUMERGUE,56,TOURNEFEUILLE,31557,4,1.344998,43.583665
"43.60544694149256,1.4322606978479226","{""coordinates"": [[1.432260697847923, 43.60544694149256]], ""type"": ""MultiPoint""}",ALL DE BRIENNE,BRIENNE (ALL DE BRIENNE),21,TOULOUSE,31555,54,1.432261,43.605447
"43.605910878613294,1.4308866069005248","{""coordinates"": [[1.430886606900525, 43.605910878613294]], ""type"": ""MultiPoint""}",ALL DE BRIENNE,BRIENNE (ALL DE BRIENNE),21,TOULOUSE,31555,8,1.430887,43.605911
"43.60688506724919,1.4284397303419474","{""coordinates"": [[1.428439730341947, 43.60688506724919]], ""type"": ""MultiPoint""}",ALL DE BRIENNE,BRIENNE (ALL DE BRIENNE),45,TOULOUSE,31555,4,1.42844,43.606885
"43.60951352125495,1.4208094798605038","{""coordinates"": [[1.420809479860504, 43.60951352125495]], ""type"": ""MultiPoint""}",ALL DE BRIENNE,BRIENNE (ALL DE BRIENNE),125,TOULOUSE,31555,8,1.420809,43.609514
"43.60346089863044,1.4460108334293016","{""coordinates"": [[1.446010833429302, 43.60346089863044]], ""type"": ""MultiPoint""}",RUE LT COLONEL PELISSIER,PELISSIER (RUE LT COLONEL PELISSIER),2,TOULOUSE,31555,20,1.446011,43.603461
"43.59806604229451,1.434588644436958","{""coordinates"": [[1.434588644436958, 43.59806604229451]], ""type"": ""MultiPoint""}",PL OLIVIER,OLIVIER (PL OLIVIER),6,TOULOUSE,31555,6,1.434589,43.598066
"43.602058286022114,1.4388429316569498","{""coordinates"": [[1.43884293165695, 43.602058286022114]], ""type"": ""MultiPoint""}",PL DE LA DAURADE,DAURADE (PL DE LA DAURADE),17,TOULOUSE,31555,16,1.438843,43.602058
"43.60169491820492,1.440021424815763","{""coordinates"": [[1.440021424815763, 43.60169491820492]], ""type"": ""MultiPoint""}",RUE JEAN SUAU,SUAU (RUE JEAN SUAU),2,TOULOUSE,31555,10,1.440021,43.601695
"43.600035711165425,1.435477702337733","{""coordinates"": [[1.435477702337733, 43.600035711165425]], ""type"": ""MultiPoint""}",RUE VIGUERIE,VIGUERIE (RUE VIGUERIE),23,TOULOUSE,31555,4,1.435478,43.600036
"43.60110135145714,1.4347829651237345","{""coordinates"": [[1.434782965123734, 43.60110135145714]], ""type"": ""MultiPoint""}",RUE VIGUERIE,VIGUERIE (RUE VIGUERIE),12,TOULOUSE,31555,16,1.434783,43.601101
"43.599040471475526,1.4516118705923085","{""coordinates"": [[1.451611870592308, 43.599040471475526]], ""type"": ""MultiPoint""}",ALL FORAIN FRANCOIS VERDIER,VERDIER (ALL FORAIN FRANCOIS VERDIER),11,TOULOUSE,31555,8,1.451612,43.59904
"43.6925031882741,1.4143086753731515","{""coordinates"": [[1.414308675373152, 43.6925031882741]], ""type"": ""MultiPoint""}",RUE BERNARD AMIEL,AMIEL (RUE BERNARD AMIEL),,SAINT-ALBAN,31467,6,1.414309,43.692503
"43.55029324542533,1.385030960639706","{""coordinates"": [[1.385030960639706, 43.55029324542533]], ""type"": ""MultiPoint""}",RUE ALBERT CAROVIS,CAROVIS - 0007 RUE ALBERT CAROVIS,7,TOULOUSE,31555,4,1.385031,43.550293
"43.5654381588377,1.4000197411195086","{""coordinates"": [[1.400019741119509, 43.5654381588377]], ""type"": ""MultiPoint""}",ALL DE BELLEFONTAINE,BELLEFONTAINE (ALL DE BELLEFONTAINE),,TOULOUSE,31555,4,1.40002,43.565438
"43.58097601420509,1.3805756023500906","{""coordinates"": [[1.380575602350091, 43.58097601420509]], ""type"": ""MultiPoint""}",RUE DU PR GASTON DUPOUY,DUPOUY (RUE DU PR GASTON DUPOUY),10,TOULOUSE,31555,4,1.380576,43.580976
"43.523211212115726,1.3422090411442273","{""coordinates"": [[1.342209041144227, 43.523211212115726]], ""type"": ""MultiPoint""}",RUE SAINT LAURENT,LAURENT (RUE SAINT LAURENT),13,VILLENEUVE-TOLOSANE,31588,6,1.342209,43.523211
"43.584579055440564,1.4375006607424854","{""coordinates"": [[1.437500660742485, 43.584579055440564]], ""type"": ""MultiPoint""}",ALL GABRIEL BIENES,BIENES (ALL GABRIEL BIENES),7,TOULOUSE,31555,8,1.437501,43.584579
"43.5841137360675,1.4380412149011472","{""coordinates"": [[1.438041214901147, 43.5841137360675]], ""type"": ""MultiPoint""}",ALL GABRIEL BIENES,BIENES (ALL GABRIEL BIENES),5,TOULOUSE,31555,40,1.438041,43.584114
"43.63615332683999,1.385299781730417","{""coordinates"": [[1.385299781730417, 43.63615332683999]], ""type"": ""MultiPoint""}",PL DES MARRONNIERS,MARRONNIERS (PL DES MARRONNIERS),,BLAGNAC,31069,16,1.3853,43.636153
"43.58359867888968,1.4152372499042314","{""coordinates"": [[1.415237249904231, 43.58359867888968]], ""type"": ""MultiPoint""}",RUE JEAN MERMOZ,MERMOZ (RUE JEAN MERMOZ),62,TOULOUSE,31555,4,1.415237,43.583599
"43.61025706507107,1.5747889039161944","{""coordinates"": [[1.574788903916194, 43.61025706507107]], ""type"": ""MultiPoint""}",ALL DU CIMETIERE,CIMETIERE (ALL DU CIMETIERE),,MONS,31355,8,1.574789,43.610257
"43.61050628508124,1.574966148193026","{""coordinates"": [[1.574966148193026, 43.61050628508124]], ""type"": ""MultiPoint""}",ALL DU CIMETIERE,CIMETIERE (ALL DU CIMETIERE),,MONS,31355,6,1.574966,43.610506
"43.56698825221793,1.5064099645554048","{""coordinates"": [[1.506409964555405, 43.56698825221793]], ""type"": ""MultiPoint""}",RTE DE REVEL,REVEL (RTE DE REVEL),238,TOULOUSE,31555,10,1.50641,43.566988
"43.626069578564255,1.4938516611887886","{""coordinates"": [[1.493851661188789, 43.626069578564255]], ""type"": ""MultiPoint""}",RUE JOSEPH HUBERT,HUBERT (RUE JOSEPH HUBERT),20,BALMA,31044,19,1.493852,43.62607
"43.59529631300393,1.4432064316458304","{""coordinates"": [[1.44320643164583, 43.59529631300393]], ""type"": ""MultiPoint""}",RUE DE LA FONDERIE,FONDERIE (RUE DE LA FONDERIE),30,TOULOUSE,31555,4,1.443206,43.595296
"43.537007257809464,1.3436166607064004","{""coordinates"": [[1.3436166607064, 43.537007257809464]], ""type"": ""MultiPoint""}",PL DE L EUROPE,EUROPE (PL DE L EUROPE),,CUGNAUX,31157,10,1.343617,43.537007
"43.60492490054663,1.4371442088376756","{""coordinates"": [[1.437144208837676, 43.60492490054663]], ""type"": ""MultiPoint""}",VALADE (RUE VALADE),VALADE (RUE VALADE),27,TOULOUSE,31555,8,1.437144,43.604925
"43.69479449339144,1.3536952571419698","{""coordinates"": [[1.35369525714197, 43.69479449339144]], ""type"": ""MultiPoint""}",PL DE ROALDES DU BOURG,BOURG - 0003 PL DE ROALDES DU BOURG,3,SEILH,31541,4,1.353695,43.694794
"43.60481869004707,1.4423704848055998","{""coordinates"": [[1.4423704848056, 43.60481869004707]], ""type"": ""MultiPoint""}",RUE ROMIGUIERES,ROMIGUIERES (RUE ROMIGUIERES),10,TOULOUSE,31555,20,1.44237,43.604819
"43.60340916052972,1.4480074980136006","{""coordinates"": [[1.448007498013601, 43.60340916052972]], ""type"": ""MultiPoint""}",RUE SAINT JEROME,JEROME (RUE SAINT JEROME),10,TOULOUSE,31555,8,1.448007,43.603409
"43.59845194260826,1.446968588837216","{""coordinates"": [[1.446968588837216, 43.59845194260826]], ""type"": ""MultiPoint""}",PL MAGE,MAGE (PL MAGE),34,TOULOUSE,31555,8,1.446969,43.598452
"43.59691728419502,1.4730322731157792","{""coordinates"": [[1.473032273115779, 43.59691728419502]], ""type"": ""MultiPoint""}",BD DELTOUR,DELTOUR (BD DELTOUR),81,TOULOUSE,31555,4,1.473032,43.596917
"43.607270636386474,1.4540389325720908","{""coordinates"": [[1.454038932572091, 43.607270636386474]], ""type"": ""MultiPoint""}",RUE PIERRE PAUL RIQUET,RIQUET (RUE PIERRE PAUL RIQUET),4,TOULOUSE,31555,8,1.454039,43.607271
"43.573389030193766,1.452790527914152","{""coordinates"": [[1.452790527914152, 43.573389030193766]], ""type"": ""MultiPoint""}",AV DES ECOLES JULES JULIEN,JULIEN (AV DES ECOLES JULES JULIEN),21,TOULOUSE,31555,8,1.452791,43.573389
"43.6074891726948,1.4412324224954856","{""coordinates"": [[1.441232422495486, 43.6074891726948]], ""type"": ""MultiPoint""}",RUE DES TROIS RENARDS,RENARDS (RUE DES TROIS RENARDS),4,TOULOUSE,31555,6,1.441232,43.607489
"43.607677078850514,1.4408472679713156","{""coordinates"": [[1.440847267971316, 43.607677078850514]], ""type"": ""MultiPoint""}",RUE DES TROIS RENARDS,RENARDS (RUE DES TROIS RENARDS),11,TOULOUSE,31555,8,1.440847,43.607677
"43.584928963697045,1.4475578720122224","{""coordinates"": [[1.447557872012222, 43.584928963697045]], ""type"": ""MultiPoint""}",GRANDE-RUE SAINT MICHEL,MICHEL - 0011 GRANDE-RUE SAINT MICHEL,11,TOULOUSE,31555,10,1.447558,43.584929
"43.590681721703625,1.4453541545086712","{""coordinates"": [[1.445354154508671, 43.590681721703625]], ""type"": ""MultiPoint""}",GRANDE-RUE SAINT MICHEL,MICHEL (GRANDE-RUE SAINT MICHEL),126,TOULOUSE,31555,4,1.445354,43.590682
"43.58907388717408,1.445962697561136","{""coordinates"": [[1.445962697561136, 43.58907388717408]], ""type"": ""MultiPoint""}",GRANDE-RUE SAINT MICHEL,MICHEL (GRANDE-RUE SAINT MICHEL),97,TOULOUSE,31555,12,1.445963,43.589074
"43.588145050040566,1.4464550386131056","{""coordinates"": [[1.446455038613106, 43.588145050040566]], ""type"": ""MultiPoint""}",GRANDE-RUE SAINT MICHEL,MICHEL (GRANDE-RUE SAINT MICHEL),50,TOULOUSE,31555,8,1.446455,43.588145
"43.58596994071509,1.4473416108827366","{""coordinates"": [[1.447341610882737, 43.58596994071509]], ""type"": ""MultiPoint""}",GRANDE-RUE SAINT MICHEL,MICHEL (GRANDE-RUE SAINT MICHEL),18B,TOULOUSE,31555,16,1.447342,43.58597
"43.55890403930549,1.3951243341424164","{""coordinates"": [[1.395124334142416, 43.55890403930549]], ""type"": ""MultiPoint""}",CHE DE PERPIGNAN,PERPIGNAN (CHE DE PERPIGNAN),,TOULOUSE,31555,4,1.395124,43.558904
"43.58449032332037,1.3471893010404479","{""coordinates"": [[1.347189301040448, 43.58449032332037]], ""type"": ""MultiPoint""}",AV DE LA RESISTANCE,RESISTANCE (AV DE LA RESISTANCE),,TOURNEFEUILLE,31557,10,1.347189,43.58449
"43.618500426298965,1.4561568446712085","{""coordinates"": [[1.456156844671209, 43.618500426298965]], ""type"": ""MultiPoint""}",PL JEAN BORIES,BORIES (PL JEAN BORIES),,TOULOUSE,31555,8,1.456157,43.6185
"43.59451207992031,1.4496383597138205","{""coordinates"": [[1.44963835971382, 43.59451207992031]], ""type"": ""MultiPoint""}",ALLEES JULES GUESDE,GUESDE (ALLEES JULES GUESDE),37,TOULOUSE,31555,6,1.449638,43.594512
"43.59498342261126,1.450768667080873","{""coordinates"": [[1.450768667080873, 43.59498342261126]], ""type"": ""MultiPoint""}",ALLEES JULES GUESDE,GUESDE (ALL JULES GUESDE),41,TOULOUSE,31555,12,1.450769,43.594983
"43.59482152219913,1.4503488385396073","{""coordinates"": [[1.450348838539607, 43.59482152219913]], ""type"": ""MultiPoint""}",ALLEES JULES GUESDE,GUESDE (ALL JULES GUESDE),39,TOULOUSE,31555,16,1.450349,43.594822
"43.602497437820816,1.4254599101537264","{""coordinates"": [[1.425459910153726, 43.602497437820816]], ""type"": ""MultiPoint""}",AV DU CHATEAU D EAU,EAU (AV DU CHATEAU D EAU),1B,TOULOUSE,31555,12,1.42546,43.602497
"43.608634086969005,1.4934471380424565","{""coordinates"": [[1.493447138042457, 43.608634086969005]], ""type"": ""MultiPoint""}",RPT ANTOINE PARMENTIER,PARMENTIER (RPT ANTOINE PARMENTIER),,BALMA,31044,2,1.493447,43.608634
"43.60866806385054,1.4933174651920118","{""coordinates"": [[1.493317465192012, 43.60866806385054]], ""type"": ""MultiPoint""}",RPT ANTOINE PARMENTIER,PARMENTIER (RPT ANTOINE PARMENTIER),,BALMA,31044,2,1.493317,43.608668
"43.6044616052379,1.4515987716868008","{""coordinates"": [[1.451598771686801, 43.6044616052379]], ""type"": ""MultiPoint""}",RUE DE LA COLOMBETTE,COLOMBETTE (RUE DE LA COLOMBETTE),20,TOULOUSE,31555,6,1.451599,43.604462
"43.604545741993846,1.4534272542848057","{""coordinates"": [[1.453427254284806, 43.604545741993846]], ""type"": ""MultiPoint""}",RUE DE LA COLOMBETTE,COLOMBETTE (RUE DE LA COLOMBETTE),46,TOULOUSE,31555,8,1.453427,43.604546
"43.667037831153145,1.3758181778213374","{""coordinates"": [[1.375818177821337, 43.667037831153145]], ""type"": ""MultiPoint""}",VA VA000025,(VA VA000025),,BEAUZELLE,31056,8,1.375818,43.667038
"43.62041450139817,1.4348676539360434","{""coordinates"": [[1.434867653936043, 43.62041450139817]], ""type"": ""MultiPoint""}",PL DU MARCHE AUX COCHONS,COCHONS (PL DU MARCHE AUX COCHONS),4,TOULOUSE,31555,8,1.434868,43.620415
"43.60707630259944,1.4539675267508279","{""coordinates"": [[1.453967526750828, 43.60707630259944]], ""type"": ""MultiPoint""}",RUE PIERRE PAUL RIQUET,RIQUET (RUE PIERRE PAUL RIQUET),95,TOULOUSE,31555,14,1.453968,43.607076
"43.60536921301925,1.4419798735807654","{""coordinates"": [[1.441979873580765, 43.60536921301925]], ""type"": ""MultiPoint""}",RUE DES LOIS,LOIS (RUE DES LOIS),9 bis,TOULOUSE,31555,4,1.44198,43.605369
"43.60549269413366,1.4456601576958914","{""coordinates"": [[1.445660157695891, 43.60549269413366]], ""type"": ""MultiPoint""}",RUE D ALSACE LORRAINE,LORRAINE (RUE D ALSACE LORRAINE),51,TOULOUSE,31555,10,1.44566,43.605493
"43.6038590376713,1.4456513737819054","{""coordinates"": [[1.445651373781905, 43.6038590376713]], ""type"": ""MultiPoint""}",RUE D ALSACE LORRAINE,LORRAINE (RUE D ALSACE LORRAINE),43,TOULOUSE,31555,14,1.445651,43.603859
"43.61002183842293,1.43213296576401","{""coordinates"": [[1.43213296576401, 43.61002183842293]], ""type"": ""MultiPoint""}",PL ALFONSE JOURDAIN,JOURDAIN (PL ALFONSE JOURDAIN),4,TOULOUSE,31555,14,1.432133,43.610022
"43.604895597889595,1.4446898479271173","{""coordinates"": [[1.444689847927117, 43.604895597889595]], ""type"": ""MultiPoint""}",RUE LAFAYETTE,LAFAYETTE (RUE LAFAYETTE),11,TOULOUSE,31555,24,1.44469,43.604896
"43.620008703680405,1.4696318559436288","{""coordinates"": [[1.469631855943629, 43.620008703680405]], ""type"": ""MultiPoint""}",SQ VINCENZO TONELLI,TONELLI (SQ VINCENZO TONELLI),,TOULOUSE,31555,12,1.469632,43.620009
"43.59800968386163,1.434705376279013","{""coordinates"": [[1.434705376279013, 43.59800968386163]], ""type"": ""MultiPoint""}",PL OLIVIER,OLIVIER (PL OLIVIER),6,TOULOUSE,31555,8,1.43459,43.5981
"43.59850115337482,1.4341924434533408","{""coordinates"": [[1.434192443453341, 43.59850115337482]], ""type"": ""MultiPoint""}",PL OLIVIER,OLIVIER (PL OLIVIER),16,TOULOUSE,31555,12,0,0
"43.61273514157472,1.4771154275465925","{""coordinates"": [[1.477115427546593, 43.61273514157472]], ""type"": ""MultiPoint""}",RUE LOUIS PLANA,PLANA (RUE LOUIS PLANA),68,TOULOUSE,31555,10,1.47709,43.613
"43.60905327537523,1.443954092101846","{""coordinates"": [[1.443954092101846, 43.60905327537523]], ""type"": ""MultiPoint""}",RUE SAINT BERNARD,BERNARD (RUE SAINT BERNARD),13,TOULOUSE,31555,14,0,0
"43.60732890673564,1.446748263138267","{""coordinates"": [[1.446748263138267, 43.60732890673564]], ""type"": ""MultiPoint""}",BD DE STRASBOURG,STRASBOURG (BD DE STRASBOURG),25,TOULOUSE,31555,10,0,0
"43.606376809744724,1.447782310964605","{""coordinates"": [[1.447782310964605, 43.606376809744724]], ""type"": ""MultiPoint""}",BD DE STRASBOURG,STRASBOURG (BD DE STRASBOURG),7,TOULOUSE,31555,28,0,0
"43.57966711891401,1.4236310657235753","{""coordinates"": [[1.423631065723575, 43.57966711891401]], ""type"": ""MultiPoint""}",AV DE MURET,MURET (AV DE MURET),1B,TOULOUSE,31555,6,0,0
"43.59427931208217,1.4336305608325446","{""coordinates"": [[1.433630560832545, 43.59427931208217]], ""type"": ""MultiPoint""}",ALLEES CHARLES DE FITTE,FITTE (ALLEES CHARLES DE FITTE),16,TOULOUSE,31555,8,1.43366,43.5942
"43.60994712070683,1.4532452411566612","{""coordinates"": [[1.453245241156661, 43.60994712070683]], ""type"": ""MultiPoint""}",BD DE BONREPOS,BONREPOS (BD DE BONREPOS),4,TOULOUSE,31555,8,0,0
"43.602592551300134,1.40488837106681","{""coordinates"": [[1.40488837106681, 43.602592551300134]], ""type"": ""MultiPoint""}",RUE LUCE BOYALS,BOYALS (RUE LUCE BOYALS),11,TOULOUSE,31555,8,1.404888,43.602593
"43.60227970887277,1.405959984821494","{""coordinates"": [[1.405959984821494, 43.60227970887277]], ""type"": ""MultiPoint""}",RUE JACQUES CASSAN,CASSAN (RUE JACQUES CASSAN),5,TOULOUSE,31555,8,1.40596,43.60228
"43.602299657215184,1.4055526158223717","{""coordinates"": [[1.405552615822372, 43.602299657215184]], ""type"": ""MultiPoint""}",RUE JACQUES CASSAN,CASSAN (RUE JACQUES CASSAN),3,TOULOUSE,31555,8,1.405553,43.6023
"43.64758321203254,1.432945746490392","{""coordinates"": [[1.432945746490392, 43.64758321203254]], ""type"": ""MultiPoint""}",PL PAUL RICHE,RICHE (PL PAUL RICHE),,TOULOUSE,31555,4,1.432967,43.647493
"43.62421365490079,1.3868057352608283","{""coordinates"": [[1.386805735260828, 43.62421365490079]], ""type"": ""MultiPoint""}",ALL PIERRE NADOT,NADOT (ALL PIERRE NADOT),,BLAGNAC,31069,4,1.386081,43.624573
"43.60962193058103,1.4974501147557282","{""coordinates"": [[1.497450114755728, 43.60962193058103]], ""type"": ""MultiPoint""}",AV DE LASBORDES,LASBORDES (AV DE LASBORDES),,BALMA,31044,12,1.497551,43.609569
"43.5992351419844,1.4281678705246421","{""coordinates"": [[1.428167870524642, 43.5992351419844]], ""type"": ""MultiPoint""}",RUE DES FONTAINES,FONTAINES (RUE DES FONTAINES),1,TOULOUSE,31555,4,1.428168,43.599235
"43.693203938277435,1.4133867801847404","{""coordinates"": [[1.41338678018474, 43.693203938277435]], ""type"": ""MultiPoint""}",PL DU 19 MARS 1962,MARS (PL DU 19 MARS 1962),,SAINT-ALBAN,31467,8,1.413387,43.693204
"43.57909355474153,1.4417021264028056","{""coordinates"": [[1.441702126402806, 43.57909355474153]], ""type"": ""MultiPoint""}",AV JEAN MOULIN,MOULIN - 0038 AV JEAN MOULIN,38,TOULOUSE,31555,4,1.441702,43.579094
"43.578959970676884,1.4416676425845483","{""coordinates"": [[1.441667642584548, 43.578959970676884]], ""type"": ""MultiPoint""}",AV JEAN MOULIN,MOULIN - 0040 AV JEAN MOULIN,40,TOULOUSE,31555,4,1.441668,43.57896
"43.59688523506365,1.4835114064164283","{""coordinates"": [[1.483511406416428, 43.59688523506365]], ""type"": ""MultiPoint""}",RUE DE CARCASSONNE,CARCASSONNE (RUE DE CARCASSONNE),1,TOULOUSE,31555,4,1.483511,43.596885
"43.59660525945325,1.4837581052373046","{""coordinates"": [[1.483758105237305, 43.59660525945325]], ""type"": ""MultiPoint""}",RUE DE CARCASSONNE,CARCASSONNE (RUE DE CARCASSONNE),2,TOULOUSE,31555,4,1.483758,43.596605
