Geo Point,Geo Shape,cdparcadas,type_culture,surface,entretien,collectivite,insee
"43.661477030605425,1.4098903241709266","{""coordinates"": [[[[1.409317863933042, 43.66347961870311], [1.409359265766805, 43.66348972841785], [1.410465258628216, 43.65946440762116], [1.410423571165075, 43.659457362288684], [1.409317863933042, 43.66347961870311]]]], ""type"": ""MultiPolygon""}",3155529BA0046,ENTRETIEN,1583,RAVT,VT,31555
"43.6614521064236,1.4097607520571476","{""coordinates"": [[[[1.409100544594556, 43.663429997610976], [1.409317863933042, 43.66347961870311], [1.410423571165075, 43.659457362288684], [1.410206760398556, 43.659420713218026], [1.41005353969015, 43.65997625109869], [1.40994606058506, 43.66036528910219], [1.409837969362974, 43.660753782022134], [1.409717062608711, 43.661196292078785], [1.409615312398589, 43.66156020035723], [1.409598874631744, 43.66162002287405], [1.409488023850922, 43.6620239594424], [1.409355503148045, 43.66250753412078], [1.409218250352415, 43.66300572075507], [1.409100544594556, 43.663429997610976]]]], ""type"": ""MultiPolygon""}",3155529BA0044,ENTRETIEN,8244,RAVT,VT,31555
"43.65998903442731,1.4092872282748194","{""coordinates"": [[[[1.409524925617144, 43.66057114507604], [1.409570192674736, 43.66040901057667], [1.409698332476437, 43.65994740360522], [1.409577983275058, 43.65992890077204], [1.409716620192833, 43.659425519999516], [1.409590724204284, 43.65944035541776], [1.409482522251339, 43.659476972687116], [1.409362867238084, 43.659515087012196], [1.409275409972803, 43.659543705428014], [1.409204738472343, 43.65954107735571], [1.408919252750511, 43.65963820907794], [1.408851805616476, 43.65968698108651], [1.408796658729472, 43.65978893638433], [1.408881869706203, 43.65984643522405], [1.408794222471414, 43.66005728470977], [1.409021253356276, 43.66010182425606], [1.408960239727724, 43.66045193192642], [1.409524925617144, 43.66057114507604]]]], ""type"": ""MultiPolygon""}",3155529BA0030,ENTRETIEN,6313,RAVT,VT,31555
"43.644529181183515,1.455602897254119","{""coordinates"": [[[[1.455626694693129, 43.64414684292536], [1.455820270248595, 43.64415410841143], [1.45580292466042, 43.64443276480886], [1.455799147940851, 43.64452813763592], [1.455781824041602, 43.64476205338947], [1.455776100768496, 43.644826340856234], [1.455673979472321, 43.64482065464235], [1.455449115323002, 43.64481045594265], [1.45525929347115, 43.64480188426295], [1.455318881839011, 43.64469087818083], [1.455547505455089, 43.64425371651977], [1.455626694693129, 43.64414684292536]]]], ""type"": ""MultiPolygon""}",3155531AX0214,ENTRETIEN,2200,RAVT,VT,31555
"43.579450243560665,1.5009479069958185","{""coordinates"": [[[[1.500270550626008, 43.578748407536196], [1.500278044062332, 43.57876588467788], [1.500982637673666, 43.58050228067245], [1.501756176673241, 43.58045700842521], [1.500859726691286, 43.578324845753684], [1.50016864112861, 43.578491062332034], [1.500177735126734, 43.57851395444975], [1.500270550626008, 43.578748407536196]]]], ""type"": ""MultiPolygon""}",3155536AL0008,BIO,14400,RAVT,VT,31555
"43.54581078151147,1.4507835806587068","{""coordinates"": [[[[1.450333084476273, 43.545821576549166], [1.45037073361863, 43.54586505979874], [1.450618777857169, 43.546147318477445], [1.450631478703721, 43.546161666047084], [1.450854388070078, 43.54603917040756], [1.450940863713595, 43.545992170544416], [1.451030624784851, 43.54594337997232], [1.451162243766039, 43.54587082953503], [1.451162243811665, 43.545870827735136], [1.45116224385729, 43.54587082593524], [1.451118116100676, 43.54582998742171], [1.451049908133185, 43.54577086587744], [1.450976783232886, 43.54570851845141], [1.451127473873412, 43.54562488430044], [1.451196022719376, 43.545586819175064], [1.451196022765001, 43.54558681737516], [1.451047417926325, 43.54544396538598], [1.450849839176029, 43.5455474835892], [1.450552550831471, 43.54570637233803], [1.450333084476273, 43.545821576549166]]]], ""type"": ""MultiPolygon""}",3155539AW0183,ENTRETIEN,2715,RAVT,VT,31555
"43.64757172820853,1.4131747049559171","{""coordinates"": [[[[1.412626762829675, 43.64804052831008], [1.41347204116925, 43.64814581640024], [1.413495454039526, 43.64814884718755], [1.413589070984169, 43.64816096441401], [1.41377276440379, 43.647403663396204], [1.413846124737117, 43.64712515072979], [1.413811006581855, 43.64712108268023], [1.413280473380384, 43.64705287026231], [1.412618468068004, 43.64700140860186], [1.412749972585974, 43.64721789745687], [1.412747377789642, 43.647235241634455], [1.412743091244226, 43.64725256799991], [1.412558611735371, 43.64744339446441], [1.412672590131199, 43.64750904569586], [1.412581603601967, 43.647766698783975], [1.412517646916065, 43.64800807933571], [1.412626762829675, 43.64804052831008]]]], ""type"": ""MultiPolygon""}",3155529CC0030,BIO,10390,RAVT,VT,31555
"43.54024581217171,1.3836790170772992","{""coordinates"": [[[[1.381555723133715, 43.54073331572737], [1.384484720683602, 43.54154536533698], [1.385181244383711, 43.54164086380369], [1.385855947810531, 43.54029931224325], [1.384547685264199, 43.53947273874926], [1.384549889836436, 43.53947126794656], [1.383222890082916, 43.53863586402409], [1.383108611579109, 43.5386961392239], [1.382249406712325, 43.53915194485483], [1.381735337650669, 43.5402362188107], [1.381506515618401, 43.54071965496197], [1.381555723133715, 43.54073331572737]]]], ""type"": ""MultiPolygon""}",3155540AY0001,VIGNE,69050,RAVT,VT,31555
"43.6348631745568,1.4081008111591913","{""coordinates"": [[[[1.407446048054456, 43.63468313719753], [1.408679517100496, 43.63542407682669], [1.408745803024893, 43.63534162740208], [1.408371835360795, 43.63484978905812], [1.408444328362943, 43.6347878154695], [1.407834472935775, 43.634411229928745], [1.40767342946709, 43.63453474098067], [1.407655377765418, 43.634514662122136], [1.407446048054456, 43.63468313719753]]]], ""type"": ""MultiPolygon""}",3155529BY0060,BIO,4571,RAVT,VT,31555
"43.635379957884325,1.4094023619476301","{""coordinates"": [[[[1.408745803024893, 43.63534162740208], [1.408763710442454, 43.63531935898966], [1.409483386659276, 43.63575326400126], [1.409474226072864, 43.63576684494558], [1.409471671723648, 43.635768975773935], [1.409473976464503, 43.63576710077952], [1.409885097708149, 43.63613661666508], [1.410260433509985, 43.63587382444702], [1.410281484725023, 43.635860750773936], [1.410494895342594, 43.63570732823309], [1.408653002696943, 43.63461177486203], [1.408444328362943, 43.6347878154695], [1.408371835360795, 43.63484978905812], [1.408745803024893, 43.63534162740208]]]], ""type"": ""MultiPolygon""}",3155529BY0069,BIO,11559,RAVT,VT,31555
"43.65665483267347,1.46590885948997","{""coordinates"": [[[[1.463903381813549, 43.65781781023432], [1.463933063853635, 43.65778651320694], [1.464020947487299, 43.65769397136965], [1.464263591598247, 43.65743810564314], [1.464468463181949, 43.65721973790176], [1.465714383431363, 43.65590619837409], [1.465220509640169, 43.65518316767131], [1.465197198065184, 43.65514901217693], [1.465046839079803, 43.654930517735146], [1.465492693762639, 43.65444770071641], [1.465847387771352, 43.654064232472365], [1.466188043418221, 43.65369147141756], [1.466320331338858, 43.653889019977946], [1.466355145075181, 43.653944128084696], [1.466529502210248, 43.65421893407977], [1.466630504396186, 43.65437852860756], [1.466679021513816, 43.65445577803855], [1.466806679318533, 43.65465983793844], [1.466915628427365, 43.654833766263664], [1.467123373624221, 43.65516644545783], [1.467359487117938, 43.65554460070533], [1.467575460082354, 43.65588576351397], [1.46766468041184, 43.65603089112263], [1.467693546098296, 43.65607619046725], [1.46768803798818, 43.656083319219896], [1.467666800936045, 43.6561634269702], [1.467652265394987, 43.6562041059237], [1.467583024328766, 43.65630491289438], [1.46751778234593, 43.65639991960937], [1.467504655754884, 43.65642873259373], [1.467426084974782, 43.65662448197541], [1.467392118330566, 43.65671792423532], [1.467343427828141, 43.6568892216895], [1.467325229735073, 43.65703625183232], [1.467312883773113, 43.65717697158164], [1.467281658158033, 43.657274949370944], [1.467269388788669, 43.65730935679869], [1.467228133058564, 43.65736714222754], [1.467148052134791, 43.657460245325986], [1.466989793337051, 43.65760524323078], [1.466841949526613, 43.65774021013266], [1.466800010098282, 43.657780972329505], [1.4667622492214, 43.657822963763145], [1.466686887562803, 43.65787606241931], [1.466613965423789, 43.657921192268866], [1.466568046099985, 43.657942455241866], [1.466437126083175, 43.657986274350506], [1.466195989127421, 43.65806895455356], [1.466020509206077, 43.65816898228054], [1.46593239510603, 43.658231100745915], [1.465812275134683, 43.6583237584608], [1.46578071894133, 43.65835574947219], [1.465730804916942, 43.65841260756764], [1.465697829244144, 43.658461687374185], [1.465648746661698, 43.65855483322863], [1.465603707078703, 43.65863975972513], [1.465586871091213, 43.658687964283516], [1.465562643161433, 43.65877847801934], [1.465529070542352, 43.658944752129706], [1.465511770414998, 43.65902140083375], [1.465492024614913, 43.65908658619912], [1.465467695919575, 43.659136940091315], [1.465401760083338, 43.659244091061765], [1.465292493674197, 43.65936372392628], [1.465240120785576, 43.65939993792651], [1.465128220750501, 43.659466239526566], [1.465102824063843, 43.65948003595034], [1.464426962828933, 43.65854807626545], [1.464028903620947, 43.657993214233656], [1.463912961423273, 43.65783134699651], [1.463903381813549, 43.65781781023432]]]], ""type"": ""MultiPolygon""}",3155531AC0011,BIO,89360,RAVT,EPFL,31555
"43.65311529297156,1.4680028817473818","{""coordinates"": [[[[1.467271714296466, 43.65335376351388], [1.467284493583531, 43.6533732838232], [1.467392825221937, 43.653537209439186], [1.467455037065276, 43.6536321023362], [1.467539461992257, 43.65376069457328], [1.467579101562118, 43.65382135392854], [1.467717717594755, 43.65403320621616], [1.467740548541532, 43.65400776789021], [1.467811608586972, 43.653928408154066], [1.468052856647492, 43.65366261728887], [1.468220581572368, 43.65348092267439], [1.468400588274266, 43.65328427402455], [1.468588316659837, 43.65307592190529], [1.468607840026343, 43.65305395045919], [1.468571609665364, 43.652857494289414], [1.468562401071261, 43.65282433273616], [1.468549639435875, 43.652789235498396], [1.468544672626096, 43.65275028230392], [1.468479452498358, 43.65230615348762], [1.468479949679239, 43.652286353556995], [1.468507744855614, 43.65221110352655], [1.468509757892675, 43.652200059341226], [1.46850150331948, 43.65210920847071], [1.468494314010203, 43.65205473675424], [1.468375758871707, 43.65217937905497], [1.467777492536895, 43.65281358145763], [1.467548104209136, 43.65305647802081], [1.467383595583845, 43.6532334431745], [1.467296694300785, 43.65332672615504], [1.467271714296466, 43.65335376351388]]]], ""type"": ""MultiPolygon""}",3155531AC0021,BIO,10640,RAVT,EPFL,31555
"43.65423855285878,1.4655599393493999","{""coordinates"": [[[[1.464938076999378, 43.65476901662449], [1.464982136679849, 43.654836397104084], [1.465046839079803, 43.654930517735146], [1.465492693762639, 43.65444770071641], [1.465847387771352, 43.654064232472365], [1.466188043418221, 43.65369147141756], [1.466113476474595, 43.65358029476932], [1.466087013018307, 43.65353826577863], [1.465812819486148, 43.65383170245584], [1.465549047932035, 43.65411473881048], [1.465216466936197, 43.654471945003806], [1.464938076999378, 43.65476901662449]]]], ""type"": ""MultiPolygon""}",3155531AC0037,BIO,2740,RAVT,EPFL,31555
"43.65010332559387,1.459822199431915","{""coordinates"": [[[[1.459243061405191, 43.650018036599484], [1.459929571732442, 43.65044784927205], [1.459937784496303, 43.650446698303554], [1.459946424883241, 43.6504433907073], [1.459962115590038, 43.650440632477675], [1.459978617081561, 43.65044013378016], [1.459994913137588, 43.65044295954558], [1.460008864046945, 43.65044998870812], [1.4600255092382, 43.65045857870186], [1.460037828021044, 43.65046666279282], [1.460046933033168, 43.650474169372856], [1.460171968354139, 43.6503391790903], [1.460188024794584, 43.6503219322134], [1.460351404597805, 43.650145862118016], [1.459706451319206, 43.64973956255745], [1.459243061405191, 43.650018036599484]]]], ""type"": ""MultiPolygon""}",3155531AD0183,BIO,3600,RAVT,EPFL,31555
"43.64838400830543,1.455694752704013","{""coordinates"": [[[[1.455422894824271, 43.64788263882858], [1.455425526799357, 43.64781776823628], [1.455461387861603, 43.64782139782336], [1.455507373257159, 43.64782651290329], [1.455557466966504, 43.64783114268487], [1.455608730334645, 43.64783344749307], [1.455646378836691, 43.64783503038429], [1.455696568256379, 43.64783588046672], [1.455741101880447, 43.64783458452313], [1.455778473046175, 43.647832382752625], [1.455811520341967, 43.64782958311991], [1.455860296673766, 43.64782249234823], [1.455895282437656, 43.6478164777821], [1.455934675912348, 43.647808091450365], [1.45597593766783, 43.647798919846046], [1.456009402802829, 43.64778955414181], [1.455949999629216, 43.64870599338149], [1.455945572339579, 43.648778041736755], [1.455928884657584, 43.64903582141294], [1.455770577736308, 43.64898644683662], [1.455383864261133, 43.64886569594136], [1.455403913404105, 43.648358060654395], [1.455422894824271, 43.64788263882858]]]], ""type"": ""MultiPolygon""}",3155531BH0092,ENTRETIEN,5710,RAVT,EPFL,31555
"43.57059050081162,1.5039313323684236","{""coordinates"": [[[[1.504023323462897, 43.57088869276048], [1.504285600314379, 43.5707044474978], [1.503852202135582, 43.5703021061496], [1.503567983051743, 43.57046256832799], [1.504023323462897, 43.57088869276048]]]], ""type"": ""MultiPolygon""}",3155536AR0103,ENTRETIEN,1668,RAVT,VT,31555
"43.56934886812034,1.506144384205161","{""coordinates"": [[[[1.506232088944859, 43.56895800564579], [1.505614634421043, 43.56930777147468], [1.50587500173892, 43.56955609638133], [1.50610182415204, 43.56975365841693], [1.506659838361634, 43.56935873656168], [1.506568582170087, 43.56927311858727], [1.506383749521953, 43.569100042936334], [1.506232088944859, 43.56895800564579]]]], ""type"": ""MultiPolygon""}",3155536AR0116,ENTRETIEN,3741,RAVT,VT,31555
"43.59928027066271,1.3672117561456778","{""coordinates"": [[[[1.370726244288578, 43.59985500794216], [1.366133945517896, 43.59743846458556], [1.365473889233431, 43.59792006687507], [1.365261088301875, 43.59808599692299], [1.365075563767848, 43.59803183148184], [1.36468931770932, 43.598132838369644], [1.364689301016722, 43.598133785199614], [1.366115925585518, 43.60083444073119], [1.366165729144648, 43.60090074067572], [1.370726244288578, 43.59985500794216]]], [[[1.366133945517896, 43.59743846458556], [1.366133183346899, 43.59743713584098], [1.366132661834524, 43.59743750657495], [1.366133945517896, 43.59743846458556]]]], ""type"": ""MultiPolygon""}",3155545AS0017,BIO,151291,RAVT,VT,31555
"43.655789275559044,1.3428166132201032","{""coordinates"": [[[[1.342211018914307, 43.65514620421324], [1.34246899768329, 43.655476231800534], [1.342758944896369, 43.655852907912816], [1.343047950727603, 43.6562279456815], [1.343266775844121, 43.65651168016167], [1.343391680114661, 43.65646413927808], [1.343430668020628, 43.656448489650266], [1.343272061685357, 43.65624393496931], [1.343047042226218, 43.655955342278084], [1.342788687881824, 43.65561179815101], [1.342601986620011, 43.655368758077714], [1.342531215686178, 43.65527645997299], [1.342402871133135, 43.65510384403398], [1.342388272427483, 43.65508437155293], [1.342366314508631, 43.65508945837119], [1.342332021509445, 43.65509652901636], [1.342303102706717, 43.655097468609476], [1.342211018914307, 43.65514620421324]]]], ""type"": ""MultiPolygon""}",3115000AE0099,JACHERE,2630,RAVT,EPFL,31150
"43.565971752937514,1.5032675824148827","{""coordinates"": [[[[1.504373946408754, 43.56607318050311], [1.504317818884576, 43.56606699659114], [1.50398049754695, 43.56603704221165], [1.503285129684203, 43.566002448459], [1.502522701142052, 43.5659679210781], [1.502776502284638, 43.56642469543808], [1.502847548292497, 43.56655483780708], [1.503011291909247, 43.56684934002796], [1.503190814601638, 43.5667588897746], [1.503362451312736, 43.566674058975735], [1.503443661046195, 43.56663491915038], [1.503526208035226, 43.56659389889568], [1.503712672348004, 43.56649843883233], [1.50378836934373, 43.56645754932611], [1.50386933934875, 43.566414374847426], [1.503903712871365, 43.56639515527814], [1.503912932777188, 43.56638670804417], [1.503918247671139, 43.56637917889016], [1.503918389907859, 43.5663687722121], [1.503920261370224, 43.566328102213404], [1.503919260610247, 43.566306334166924], [1.503919728144147, 43.56629892228304], [1.503926343534356, 43.56628995519059], [1.503942861174746, 43.56628041775462], [1.504373946408754, 43.56607318050311]]], [[[1.502404500144823, 43.56575519889722], [1.503307797952217, 43.56579530808037], [1.504041904615377, 43.56583862794372], [1.504295251422321, 43.56585927037738], [1.504295675582333, 43.565859290273], [1.504282335026496, 43.565835000239645], [1.50409831808259, 43.5655015595187], [1.503486154039931, 43.56573358138598], [1.503388857982443, 43.565432943961646], [1.503357608745425, 43.565340940127946], [1.503326295680399, 43.56525366709371], [1.503311146711408, 43.565220441172606], [1.503249878335043, 43.56510968355178], [1.502724544801979, 43.56529172362292], [1.50247249628535, 43.56538013290308], [1.502551603719163, 43.56566424832738], [1.502384298048697, 43.56571883574259], [1.502404500144823, 43.56575519889722]]]], ""type"": ""MultiPolygon""}",3155537AP0008,ENTRETIEN,16822,RAVT,VT,31555
"43.65969024295143,1.414336207893633","{""coordinates"": [[[[1.412204055016166, 43.659484734158525], [1.412654636283738, 43.65954382467095], [1.413079898798035, 43.659600274185046], [1.413125423025796, 43.65960632151769], [1.413767891688472, 43.65969102919753], [1.414255588205163, 43.65975555188407], [1.414727704523346, 43.659817106148886], [1.415182841898714, 43.65988041359537], [1.415707032314562, 43.65994522653828], [1.416194693955442, 43.66001257801214], [1.416403184237088, 43.66003894019041], [1.416518647141518, 43.65990440691285], [1.416329702724702, 43.659877432056454], [1.415939504459384, 43.65982790221486], [1.415541535669764, 43.65977547034544], [1.415178693017847, 43.65972710653195], [1.41476902480302, 43.65967268427954], [1.414216309126746, 43.65959912020762], [1.413701314719521, 43.659529644539546], [1.413168096464498, 43.65945907221323], [1.413109578694729, 43.65945102643235], [1.412839065049609, 43.65941570724852], [1.412829951829709, 43.65941468741243], [1.412781833084994, 43.659408618771785], [1.412744120572544, 43.659403580491386], [1.412499603292265, 43.659372255842726], [1.412391672591316, 43.65935718512678], [1.412242117159518, 43.65933732465264], [1.412210946058989, 43.65945809030435], [1.412204055016166, 43.659484734158525]]]], ""type"": ""MultiPolygon""}",3155529BB0038,ENTRETIEN,5752,RAVT,VT,31555
"43.66122910686125,1.4142724489196516","{""coordinates"": [[[[1.413237221600473, 43.661066647308516], [1.413261853012221, 43.661146132637796], [1.413568885308964, 43.66118334856592], [1.413584491459692, 43.66118536838915], [1.414004662184146, 43.66123514946087], [1.414475527019517, 43.661293857114586], [1.414899565324921, 43.661346505607455], [1.415245557132538, 43.661390001396946], [1.41526679679627, 43.66136462878696], [1.415307951222168, 43.66131576487705], [1.415124525015758, 43.66129440546275], [1.414847484736725, 43.66125903773537], [1.414400037785555, 43.66120336038401], [1.413914830176675, 43.66114548205101], [1.413237221600473, 43.661066647308516]]]], ""type"": ""MultiPolygon""}",3155529BB0084,ENTRETIEN,1271,RAVT,VT,31555
"43.65787334978308,1.4139341461698662","{""coordinates"": [[[[1.41296849550043, 43.65702401598388], [1.412665656894592, 43.65825874000999], [1.414731388588462, 43.65856782778262], [1.414959599412466, 43.658528840221614], [1.415188090583402, 43.658107311796954], [1.415201485388668, 43.65796360365824], [1.415266134786729, 43.65789429701808], [1.415437534534156, 43.657808907078646], [1.415619792932135, 43.65767803869491], [1.41374563613062, 43.65743827442304], [1.413845661496264, 43.65712378440573], [1.41296849550043, 43.65702401598388]]]], ""type"": ""MultiPolygon""}",3155529BC0005,JACHERE,23370,RAVT,VT,31555
"43.641821176188124,1.4119309864434508","{""coordinates"": [[[[1.41091309321751, 43.64167232529399], [1.411704606504812, 43.64288794434679], [1.413147551519727, 43.64140955631841], [1.412872267291379, 43.641182133589204], [1.412600006754516, 43.64143347724725], [1.41214681146451, 43.64116959309376], [1.412068050482951, 43.64112353638165], [1.41186659837055, 43.64100835709344], [1.411530771370709, 43.641242149635545], [1.41091309321751, 43.64167232529399]]]], ""type"": ""MultiPolygon""}",3155529BM0036,BIO,18105,RAVT,VT,31555
"43.64134832341092,1.4107359111978937","{""coordinates"": [[[[1.409871878818643, 43.641606099512025], [1.409994593370875, 43.64184174349557], [1.410808691148264, 43.641515360097216], [1.41091309321751, 43.64167232529399], [1.411530771370709, 43.641242149635545], [1.411040917137182, 43.640821850452355], [1.409871878818643, 43.641606099512025]]]], ""type"": ""MultiPolygon""}",3155529BM0043,BIO,6450,RAVT,VT,31555
"43.63530129373458,1.4164848366977598","{""coordinates"": [[[[1.416551602329116, 43.63575383789244], [1.416555608338947, 43.63574724724142], [1.416972120579356, 43.635093067802124], [1.417001505036129, 43.63504599906772], [1.416783888417416, 43.634965704861116], [1.416669887962127, 43.634925041804266], [1.41666600755054, 43.634923118001296], [1.416432808203415, 43.63483985687837], [1.415961891021332, 43.635558874727224], [1.416025410471848, 43.635579259886384], [1.416173087912586, 43.63563249644983], [1.416266348405007, 43.63566731614561], [1.416419373896555, 43.635712080637695], [1.416551602329116, 43.63575383789244]]]], ""type"": ""MultiPolygon""}",3155529BN0042,ENTRETIEN,4551,RAVT,VT,31555
"43.63569247846453,1.4053566473744514","{""coordinates"": [[[[1.40497161494903, 43.63536968963334], [1.405006054323511, 43.63583452429016], [1.405743504247688, 43.6359929135833], [1.405747822332678, 43.635966457668644], [1.40575335401502, 43.63594568814473], [1.405761544878088, 43.63592210154002], [1.40577229729105, 43.6359004299289], [1.405781637576194, 43.63588631340498], [1.405820004861048, 43.63584878405099], [1.405884445139169, 43.63580957593806], [1.405818676823411, 43.63576645931606], [1.405817375646047, 43.6357664485824], [1.405769730252123, 43.63573105006345], [1.405691188408691, 43.6356717439566], [1.405631927528989, 43.63562962796338], [1.405594548639393, 43.635603774724814], [1.40552619442659, 43.63555969143782], [1.405472034829124, 43.63552423898915], [1.405392049192966, 43.635474383206024], [1.405322394101309, 43.63543028905804], [1.405275930703878, 43.635402468574085], [1.405262965861085, 43.63539857724475], [1.405235710264406, 43.63539173054482], [1.405194125739308, 43.63538571251491], [1.405159031039654, 43.63538069319861], [1.405121253725152, 43.63538038290353], [1.405088682404583, 43.63538106082589], [1.405056134515833, 43.63537984677354], [1.404989825223451, 43.63537173224102], [1.40497161494903, 43.63536968963334]]]], ""type"": ""MultiPolygon""}",3155529BW0013,BIO,3005,RAVT,VT,31555
"43.63637041778064,1.405522960940552","{""coordinates"": [[[[1.405026782614772, 43.63609204433293], [1.40505399603756, 43.636435714172435], [1.405710883718154, 43.636581140063164], [1.406013370656053, 43.63664796192628], [1.406078292724393, 43.63666174079302], [1.405911131399659, 43.636270561922046], [1.405026782614772, 43.63609204433293]]]], ""type"": ""MultiPolygon""}",3155529BW0014,BIO,2966,RAVT,VT,31555
"43.63740726868172,1.4127661341155457","{""coordinates"": [[[[1.412683166541074, 43.63740552570315], [1.412865815944243, 43.637472297930366], [1.412826225950871, 43.63742088443175], [1.412736248152545, 43.63734256830893], [1.412683166541074, 43.63740552570315]]]], ""type"": ""MultiPolygon""}",3155529BY0031,BIO,74,RAVT,VT,31555
"43.637184230158404,1.412388797471019","{""coordinates"": [[[[1.412082127903436, 43.63718490554195], [1.412683166541074, 43.63740552570315], [1.412736248152545, 43.63734256830893], [1.412263255643322, 43.63692903506003], [1.412082127903436, 43.63718490554195]]]], ""type"": ""MultiPolygon""}",3155529BY0033,BIO,1098,RAVT,VT,31555
"43.63767048975977,1.4124573555394568","{""coordinates"": [[[[1.411551438192721, 43.63763660791269], [1.413073906570123, 43.63816845468411], [1.413270867117701, 43.637983673277525], [1.413281388430992, 43.637977136113136], [1.413218390221915, 43.6379236389773], [1.412865815944243, 43.637472297930366], [1.412683166541074, 43.63740552570315], [1.412082127903436, 43.63718490554195], [1.411791567883556, 43.637440826861386], [1.411551438192721, 43.63763660791269]]]], ""type"": ""MultiPolygon""}",3155529BY0034,BIO,7286,RAVT,VT,31555
"43.647221814827425,1.4063050017493206","{""coordinates"": [[[[1.405394644117598, 43.64692166341678], [1.40539747352027, 43.647074013888556], [1.406046492857442, 43.647230725934804], [1.406078943459274, 43.647238562155245], [1.406762996541814, 43.647405019801], [1.407226371805221, 43.647518573176576], [1.407264836248723, 43.6473911605878], [1.405394644117598, 43.64692166341678]]]], ""type"": ""MultiPolygon""}",3155529CA0001,BIO,2375,RAVT,VT,31555
"43.64701985776292,1.4063517800642489","{""coordinates"": [[[[1.405394644117598, 43.64692166341678], [1.407264836248723, 43.6473911605878], [1.407325621514026, 43.64716931710301], [1.407339313344131, 43.64712685460964], [1.405408107801274, 43.646642664715024], [1.405394644117598, 43.64692166341678]]]], ""type"": ""MultiPolygon""}",3155529CA0002,BIO,4813,RAVT,VT,31555
"43.6468149612159,1.4064250304881927","{""coordinates"": [[[[1.405408107801274, 43.646642664715024], [1.407339313344131, 43.64712685460964], [1.407376252914494, 43.64701362117562], [1.407394023857592, 43.64695983775206], [1.405430448830452, 43.64650010099271], [1.40542105739098, 43.646564242459625], [1.405412458886129, 43.646614317079205], [1.405409528938561, 43.646635107981055], [1.405408107801274, 43.646642664715024]]]], ""type"": ""MultiPolygon""}",3155529CA0003,BIO,2872,RAVT,VT,31555
"43.6435343249443,1.4117755252028257","{""coordinates"": [[[[1.411349803949459, 43.644177465375165], [1.411917302049679, 43.644212373031344], [1.41220493262224, 43.64288540430708], [1.412060495393252, 43.64287381966287], [1.412000692347942, 43.642865762607904], [1.411983741740364, 43.64286657055683], [1.411857256317287, 43.64287405229785], [1.411704606504812, 43.64288794434679], [1.411615910212403, 43.642894790627295], [1.411349803949459, 43.644177465375165]]]], ""type"": ""MultiPolygon""}",3155529CA0035,BIO,6858,RAVT,VT,31555
"43.64713772270514,1.4083882899852451","{""coordinates"": [[[[1.407376252914494, 43.64701362117562], [1.409334729980607, 43.647504621820026], [1.409382737974375, 43.64726564497711], [1.409384158680757, 43.64725808639629], [1.407467258272925, 43.64677499570384], [1.407394023857592, 43.64695983775206], [1.407376252914494, 43.64701362117562]]]], ""type"": ""MultiPolygon""}",3155529CA0005,BIO,4528,RAVT,VT,31555
"43.64973169868992,1.4046985484210928","{""coordinates"": [[[[1.404068440384627, 43.65019996310793], [1.405985956188641, 43.650556055196226], [1.406284053940223, 43.64954502459827], [1.40489526632953, 43.64928289004715], [1.402642305111164, 43.648953907629114], [1.402894492949595, 43.649300682757264], [1.403044632188447, 43.649506021643376], [1.403154026796541, 43.64960464838129], [1.403221485288494, 43.64964171470772], [1.403305435484258, 43.64964287346715], [1.403598531274668, 43.64961529896334], [1.403834961750519, 43.6498511893767], [1.404003647897571, 43.65006130016373], [1.404057721827173, 43.65013431826535], [1.404068440384627, 43.65019996310793]]]], ""type"": ""MultiPolygon""}",3155529CB0001,ENTRETIEN,27980,RAVT,VT,31555
"43.64927347509115,1.4056209123858048","{""coordinates"": [[[[1.40489526632953, 43.64928289004715], [1.406284053940223, 43.64954502459827], [1.406363950981781, 43.64926751747918], [1.404936153774882, 43.64900033215253], [1.40489526632953, 43.64928289004715]]]], ""type"": ""MultiPolygon""}",3155529CB0003,ENTRETIEN,3686,RAVT,VT,31555
"43.6482887352057,1.4068945748460995","{""coordinates"": [[[[1.406752878662948, 43.64847311974299], [1.406825256084072, 43.64851061361088], [1.40685746482382, 43.64845032423312], [1.406937771895908, 43.64831379438196], [1.407044913542966, 43.64812734007579], [1.40701385126549, 43.648113839216954], [1.406993137769592, 43.6481051530461], [1.406928060347201, 43.64810083597772], [1.406862126196053, 43.648234645237736], [1.406793374424412, 43.64838262304631], [1.406792017488327, 43.64838639791758], [1.406752878662948, 43.64847311974299]]]], ""type"": ""MultiPolygon""}",3155529CC0010,BIO,385,RAVT,VT,31555
"43.647679442900156,1.4053598767574114","{""coordinates"": [[[[1.404817145454142, 43.647776004793286], [1.405186129546703, 43.64784337566793], [1.405555146598171, 43.64790885172695], [1.405781216398513, 43.64794950165724], [1.405855926151605, 43.64775426530584], [1.405887131119248, 43.64775830525106], [1.405889885742575, 43.647748867409696], [1.405913494455093, 43.647655394373544], [1.40592618205072, 43.64759328962481], [1.405730006945529, 43.647557382069], [1.405264885814892, 43.647472191802954], [1.404905006451583, 43.64740584331588], [1.404817145454142, 43.647776004793286]]]], ""type"": ""MultiPolygon""}",3155529CC0014,BIO,3437,RAVT,VT,31555
