Geo Point,Geo Shape,cdparcadas,type_culture,surface,entretien,collectivite,insee
"43.571728655943666,1.5042473090044124","{""coordinates"": [[[[1.505470113372197, 43.57182437042502], [1.505597477385945, 43.571753849845805], [1.505704273090592, 43.57168974642992], [1.505714308050726, 43.571683787044584], [1.505726074139403, 43.5716772126835], [1.505740517023868, 43.57166785881314], [1.505026910037874, 43.571143194706316], [1.504810533287466, 43.57098265564088], [1.5047008395378, 43.57110389817328], [1.504682340545067, 43.57112457657023], [1.504663882184831, 43.57114147090792], [1.504646775799193, 43.57115553620308], [1.504457314041314, 43.571304575096704], [1.504423057518053, 43.57133554619506], [1.504415113617654, 43.5713449480256], [1.504184123051417, 43.571579777668084], [1.504163058903329, 43.57159759963832], [1.504138086597126, 43.571615392608976], [1.50410660647436, 43.57163313732118], [1.503834138822005, 43.57176264203443], [1.503810602630441, 43.571770983076014], [1.503791015288116, 43.57177556906532], [1.503764914260303, 43.571781053748936], [1.503744041566343, 43.571784685040555], [1.503563919390839, 43.571824041953576], [1.50356000536361, 43.57182495990815], [1.503548176260312, 43.57183338771678], [1.503532354766953, 43.571848407535654], [1.503425520856738, 43.57195074860235], [1.503405770729059, 43.57196763321058], [1.50338999851069, 43.57197887086683], [1.503170873208867, 43.57210876614775], [1.503148607552752, 43.57211901040703], [1.502851441783832, 43.57224643738639], [1.502840961764835, 43.57225109082193], [1.502766037009098, 43.572305414017684], [1.502762064846549, 43.57231011577442], [1.502718504669828, 43.572354262255395], [1.502701324854119, 43.572373057943004], [1.502672437772305, 43.572391766717416], [1.502557017158402, 43.57245714374422], [1.502465167906433, 43.5725113410098], [1.502636827547356, 43.5726097504788], [1.502819369671905, 43.57248629411765], [1.5030036791182, 43.57239572429833], [1.503353604938784, 43.572255815394996], [1.503608737675191, 43.57206279365392], [1.503735759043151, 43.572006015426176], [1.503972854013297, 43.57189328157236], [1.504285497077988, 43.57173392278697], [1.504424970950674, 43.57162868701471], [1.504616507816713, 43.571453701498235], [1.504773659466104, 43.57131207442213], [1.505470113372197, 43.57182437042502]]]], ""type"": ""MultiPolygon""}",3155536AO0024,JACHERE,7297,RAVT,VT,31555
"43.570196579912626,1.511303288188521","{""coordinates"": [[[[1.511010977127279, 43.571078229867865], [1.511215795602827, 43.570946320701985], [1.51164371348612, 43.570676960917815], [1.511871980506325, 43.5705433307659], [1.511908671435147, 43.5705246752341], [1.511937491544133, 43.5705106949454], [1.51200165959087, 43.57048088652535], [1.512266127159826, 43.57036360375726], [1.512658908535166, 43.5701885948687], [1.513064809172818, 43.57000611234567], [1.513113263673161, 43.56998375844792], [1.513140754777812, 43.569971658448495], [1.513546348328001, 43.5698109325219], [1.513186985544466, 43.569165902576], [1.512566495721823, 43.56905825594083], [1.511588800061241, 43.569470260396876], [1.511243191060382, 43.569150788672935], [1.51103624191918, 43.569060343478824], [1.510749469588845, 43.56928531707223], [1.510745216076359, 43.569310832460125], [1.510714601249654, 43.56936075182703], [1.510577280971566, 43.569504505994345], [1.510287536534978, 43.569755948398594], [1.510059663996501, 43.569955807091034], [1.510383477158344, 43.57025241621517], [1.509651662945426, 43.570666199068505], [1.509606949469379, 43.570888208412306], [1.509523161906997, 43.5713010508875], [1.509437995572632, 43.57171955773627], [1.509426645263425, 43.57178759490882], [1.509426630821676, 43.571788541767106], [1.509420079410385, 43.571985597354164], [1.509756991296157, 43.57169029047445], [1.509930602570484, 43.571572669200684], [1.510056296070698, 43.5714886745552], [1.510133332751101, 43.57146826410065], [1.510186924104509, 43.57144327155752], [1.510434021642909, 43.571450737398806], [1.511010977127279, 43.571078229867865]]]], ""type"": ""MultiPolygon""}",3155536AO0027,BIO,46070,RAVT,VT,31555
"43.56973931547186,1.5081178645148754","{""coordinates"": [[[[1.50814480504435, 43.569470341912016], [1.507831116008154, 43.56973513642294], [1.50830563576668, 43.57004799368273], [1.508307212761653, 43.570028136893846], [1.508303922616076, 43.569983646293174], [1.508296967013671, 43.56992209755456], [1.508287475387066, 43.56985579884589], [1.508276649322858, 43.56979232944204], [1.508263200582441, 43.56972978761991], [1.508254731548849, 43.56968336665767], [1.508242426760971, 43.56963218434293], [1.508231465025599, 43.56957817643087], [1.508221647210038, 43.569535528029704], [1.508206693738344, 43.56948811409216], [1.508198034221438, 43.5694558819419], [1.508189238949851, 43.56943311129204], [1.50814480504435, 43.569470341912016]]]], ""type"": ""MultiPolygon""}",3155536AO0032,BIO,1221,RAVT,VT,31555
"43.569895549613946,1.5063829989928703","{""coordinates"": [[[[1.505815168026708, 43.57001692283415], [1.506252898033172, 43.57028227377073], [1.506925347550278, 43.569743635135865], [1.506595452038368, 43.569512252952265], [1.506241109964093, 43.56972915101266], [1.506025556506517, 43.569883677792674], [1.50600192862964, 43.569898643807804], [1.50598354339018, 43.569910807670965], [1.505963843856971, 43.569923908782364], [1.505942844523583, 43.5699370002828], [1.505815168026708, 43.57001692283415]]]], ""type"": ""MultiPolygon""}",3155536AO0048,BIO,3435,RAVT,VT,31555
"43.57042280647269,1.5077290339184901","{""coordinates"": [[[[1.507710264381561, 43.57028678506196], [1.507696546852165, 43.57033777533275], [1.507668080711919, 43.570419878001225], [1.507630541814582, 43.5704990781412], [1.507586532731702, 43.570576336604894], [1.507796400078447, 43.57045582535987], [1.507821321731784, 43.57044181553754], [1.507837141806158, 43.57042679512405], [1.507846434018204, 43.57041361689519], [1.507850469199238, 43.5704041859556], [1.507850605017688, 43.57039472445782], [1.507844287989585, 43.570380487600595], [1.507834002268574, 43.570371896159756], [1.507710264381561, 43.57028678506196]]]], ""type"": ""MultiPolygon""}",3155536AO0050,BIO,259,RAVT,VT,31555
"43.56992124181933,1.5055798569383785","{""coordinates"": [[[[1.505086615189847, 43.57012560850394], [1.505314722780166, 43.57030747059933], [1.505475622531617, 43.57011803103379], [1.50607873577816, 43.56973629502587], [1.505875268739346, 43.56955616465131], [1.505520324180326, 43.56981563200478], [1.50527724117332, 43.56998509265778], [1.505086615189847, 43.57012560850394]]]], ""type"": ""MultiPolygon""}",3155536AR0003,BIO,1253,RAVT,VT,31555
"43.56977696584916,1.505038254612155","{""coordinates"": [[[[1.504222584991753, 43.56984582568991], [1.504383062369606, 43.57000216923668], [1.504582055792507, 43.5701956956374], [1.504756693569189, 43.570363496443534], [1.505005100463268, 43.5701855607437], [1.505086615189847, 43.57012560850394], [1.50527724117332, 43.56998509265778], [1.505520324180326, 43.56981563200478], [1.505875268739346, 43.56955616465131], [1.505614576338754, 43.56930731160404], [1.505541358211734, 43.56923865247351], [1.505081050744635, 43.569496398990054], [1.504991040218147, 43.569419101426604], [1.504911055132247, 43.56946298081352], [1.504676321500953, 43.5695937103791], [1.504454692040918, 43.56971696792602], [1.504441592675296, 43.56972349429122], [1.504222584991753, 43.56984582568991]]]], ""type"": ""MultiPolygon""}",3155536AR0076,BIO,7503,RAVT,VT,31555
"43.576455067558484,1.5064419354477865","{""coordinates"": [[[[1.505808187741011, 43.576796974729774], [1.506092461449614, 43.57673480588782], [1.506474927603279, 43.57672208425263], [1.506474927603279, 43.57672208425263], [1.506885357629433, 43.57674935271602], [1.507230187997234, 43.57675188006282], [1.506897848644913, 43.57613068237396], [1.505816009058616, 43.576149256519464], [1.505808847135462, 43.57658155601977], [1.50581267560237, 43.5767038875994], [1.505808187741011, 43.576796974729774]]]], ""type"": ""MultiPolygon""}",3155536AS0085,BIO,6949,RAVT,VT,31555
"43.57730116884736,1.5014013012575809","{""coordinates"": [[[[1.501433940952886, 43.577534330573464], [1.502532301876101, 43.57734009690437], [1.502535644872619, 43.57733950466674], [1.501677869655092, 43.57678906608692], [1.501381966180167, 43.57694347314482], [1.500862576133114, 43.57723952670014], [1.500722259138519, 43.577317954553195], [1.500567584015953, 43.577400063308076], [1.500477150791578, 43.57744669563739], [1.500436561069041, 43.577465316797955], [1.500345035014601, 43.577777757266894], [1.501138299640016, 43.577600188176355], [1.501429421864761, 43.57753516319176], [1.501433940952886, 43.577534330573464]]]], ""type"": ""MultiPolygon""}",3155536AT0026,BIO,6610,RAVT,VT,31555
"43.544461108178865,1.453143018701583","{""coordinates"": [[[[1.452863622850397, 43.54447077188915], [1.453044100426047, 43.54461163226043], [1.4533797933555, 43.54447417341589], [1.453299133473138, 43.54429945610912], [1.452863622850397, 43.54447077188915]]]], ""type"": ""MultiPolygon""}",3155539AP0021,BIO,521,RAVT,VT,31555
"43.54470431438981,1.4533497891179274","{""coordinates"": [[[[1.453044100426047, 43.54461163226043], [1.453625473572234, 43.545027137493115], [1.4533797933555, 43.54447417341589], [1.453044100426047, 43.54461163226043]]]], ""type"": ""MultiPolygon""}",3155539AP0022,BIO,651,RAVT,VT,31555
"43.54669773999861,1.4479402477619","{""coordinates"": [[[[1.447666228293961, 43.546552525168025], [1.447828177284313, 43.5467704618687], [1.447916136565189, 43.5468913109995], [1.447958637006785, 43.546947046048324], [1.448212115655999, 43.54684348985405], [1.448158572461091, 43.5467702172368], [1.447999242885939, 43.54655041128451], [1.447927903905366, 43.54644956051863], [1.447666228293961, 43.546552525168025]]]], ""type"": ""MultiPolygon""}",3155539AW0016,BIO,1184,RAVT,VT,31555
"43.54650589367365,1.4484313812911451","{""coordinates"": [[[[1.448205073045684, 43.54635428817864], [1.448345298389426, 43.546546505512616], [1.448475310619376, 43.54672539854437], [1.448659931132125, 43.54664358819274], [1.448519469471525, 43.546467453795174], [1.448377762161636, 43.546287523209536], [1.448205073045684, 43.54635428817864]]]], ""type"": ""MultiPolygon""}",3155539AW0018,BIO,767,RAVT,VT,31555
"43.54250395792946,1.4550450508668895","{""coordinates"": [[[[1.453346231335225, 43.54137440173546], [1.455463484363121, 43.54420942426825], [1.456432917972023, 43.54362014533663], [1.456179538732982, 43.543347811590564], [1.456574889763025, 43.54309749338475], [1.455688394008201, 43.54209753007522], [1.455570539002151, 43.5421514868124], [1.455442684642951, 43.542001949914734], [1.455554026212083, 43.54194794220137], [1.454697948927692, 43.54099609069015], [1.454556677524654, 43.541050809725796], [1.454349985162223, 43.54113151105566], [1.454292889137342, 43.54103456017984], [1.453346231335225, 43.54137440173546]]]], ""type"": ""MultiPolygon""}",3155539AP0004,BIO,41870,RAVT,VT,31555
"43.5355393105791,1.4576611535278616","{""coordinates"": [[[[1.455816637583907, 43.53577367621742], [1.456886772484079, 43.536734423544424], [1.457003233630646, 43.536723201733835], [1.457121699717046, 43.53684665571067], [1.456904055454493, 43.53693571714095], [1.456904055454493, 43.53693571714095], [1.456622282002309, 43.53711916780613], [1.456659655109396, 43.53716874197283], [1.457178087127654, 43.53764246250042], [1.457748479421499, 43.53697136185852], [1.458394209479689, 43.53595077764742], [1.458768045022395, 43.53520151074318], [1.458865681911714, 43.534928838015325], [1.460409192569836, 43.53295494145732], [1.459290914817874, 43.53334326042568], [1.459615214793839, 43.53382762999591], [1.458239036591383, 43.5346505416725], [1.457912777179192, 43.53461618091808], [1.457719916655296, 43.5346760105012], [1.457331107885194, 43.534866128151556], [1.457202357644096, 43.53482902605215], [1.456868598387041, 43.534565101754445], [1.45570403033501, 43.53538394096064], [1.455714316755483, 43.53556851721248], [1.457606792751601, 43.534842423743974], [1.457791180713273, 43.53494982397883], [1.455816637583907, 43.53577367621742]]]], ""type"": ""MultiPolygon""}",3155539AR0008,BIO,50630,RAVT,VT,31555
"43.54778927610435,1.445679701168339","{""coordinates"": [[[[1.445330661068842, 43.547656279997774], [1.445454480989939, 43.54780861126243], [1.445558015397617, 43.547931475951195], [1.445638486872912, 43.54803050833304], [1.445733039393218, 43.548144787782775], [1.445835275563815, 43.5482676437238], [1.445902981885198, 43.54835048862267], [1.445932343743644, 43.54838761943195], [1.445890977632303, 43.548285278459616], [1.445890977632303, 43.548285278459616], [1.445729026781082, 43.54802835996818], [1.445752253012918, 43.54797835565809], [1.445752253012918, 43.54797835565809], [1.445982737092027, 43.54782609904868], [1.445947962756684, 43.547775598680616], [1.445825454119299, 43.547616630940325], [1.445725971668578, 43.54748433595275], [1.445687696212336, 43.547433889202324], [1.445580335962396, 43.54756869919094], [1.445330661068842, 43.547656279997774]]]], ""type"": ""MultiPolygon""}",3155539AW0010,BIO,1954,RAVT,VT,31555
"43.54738527798854,1.4470795815040252","{""coordinates"": [[[[1.446581505714172, 43.54698394572861], [1.446661695916466, 43.54710189514536], [1.446799158893357, 43.547304502115374], [1.446981244001534, 43.547568011471036], [1.447113679067478, 43.54775922522007], [1.447224442702795, 43.54792093783104], [1.447581564804627, 43.54778560941526], [1.447512792898254, 43.54768667268023], [1.447359983881936, 43.5474659686977], [1.447249167821431, 43.547308041941164], [1.447097607145607, 43.54709113180079], [1.446985583515371, 43.54692657165965], [1.446930872221781, 43.54684477356212], [1.446581505714172, 43.54698394572861]]]], ""type"": ""MultiPolygon""}",3155539AW0013,BIO,3768,RAVT,VT,31555
"43.546367491596946,1.4488579240411779","{""coordinates"": [[[[1.448377762161636, 43.546287523209536], [1.448519469471525, 43.546467453795174], [1.448659931132125, 43.54664358819274], [1.448987284526869, 43.546497616142396], [1.449095117943382, 43.54665165710194], [1.449259233160619, 43.54657827765816], [1.449356120893259, 43.54653551672794], [1.449212960174443, 43.546365983607586], [1.449081326939545, 43.54620789246598], [1.449030208237701, 43.54614693944666], [1.448944573969706, 43.546045033075664], [1.448579608019209, 43.54618408630468], [1.448507500666012, 43.54622231275091], [1.44839476037148, 43.5462810321145], [1.448377762161636, 43.546287523209536]]]], ""type"": ""MultiPolygon""}",3155539AW0022,BIO,2917,RAVT,VT,31555
"43.54848379741914,1.445864879785594","{""coordinates"": [[[[1.445735180984139, 43.548525147949896], [1.445758411988969, 43.5485376302095], [1.445981887089445, 43.5484484679698], [1.44596611900254, 43.54842836201667], [1.445900074322416, 43.54845832490867], [1.445809754725177, 43.54849640544334], [1.445735180984139, 43.548525147949896]]]], ""type"": ""MultiPolygon""}",3155539AW0092,BIO,44,RAVT,VT,31555
"43.548501157031794,1.4458751509828935","{""coordinates"": [[[[1.445758411988969, 43.5485376302095], [1.445782933669336, 43.54855012263225], [1.445991936251681, 43.54846281277362], [1.445981887089445, 43.5484484679698], [1.445758411988969, 43.5485376302095]]]], ""type"": ""MultiPolygon""}",3155539AX0082,BIO,39,RAVT,VT,31555
"43.54093065686573,1.3879432623226216","{""coordinates"": [[[[1.387795657978652, 43.54209406922134], [1.389323679874722, 43.542548789803526], [1.389543825540356, 43.5423184934999], [1.390210880122406, 43.541629563308476], [1.390237555484497, 43.541458169933996], [1.390264944630109, 43.54128236619214], [1.390226886421988, 43.54122817080136], [1.390023406562485, 43.54093600474306], [1.389387874621397, 43.54002233319859], [1.388950885284923, 43.53939580950624], [1.388251689248607, 43.53906673995909], [1.388245217587691, 43.53906479327408], [1.388238745927187, 43.53906284658876], [1.388233557070671, 43.539061857687734], [1.388230975151825, 43.53906088897122], [1.38822706914653, 43.53906085605469], [1.388221872685477, 43.539060812326944], [1.388217950368251, 43.53906172626294], [1.38821273764259, 43.53906262758775], [1.388207532474421, 43.53906258553835], [1.388200971744096, 43.5390663146891], [1.386485509927359, 43.54021282695969], [1.386469740759132, 43.540223101915615], [1.386460565226767, 43.54022775411502], [1.386450065506326, 43.540233343892815], [1.386437016475983, 43.54023607300891], [1.38642658206445, 43.54023787717561], [1.386414881145134, 43.54023777848461], [1.38640190505948, 43.54023577681451], [1.386392851346946, 43.54023286306927], [1.386381223329913, 43.54022803539252], [1.386364446753153, 43.540219378052335], [1.386074428992982, 43.54005515293653], [1.386066682144662, 43.54005130314842], [1.386062808720869, 43.54004937825417], [1.386057628522977, 43.540048387576874], [1.386053738753927, 43.540047409534495], [1.38604851720509, 43.540048312440135], [1.386044570854966, 43.5400511165277], [1.38604321509019, 43.54005488950134], [1.386039212062746, 43.54006147931866], [1.385938416143487, 43.540265943410674], [1.385933048654761, 43.540276306074915], [1.385927754148175, 43.540281937957026], [1.385921176799994, 43.540286613828805], [1.385914599450808, 43.54029128970019], [1.385908038448662, 43.540295018719114], [1.385901501434805, 43.540296855712256], [1.385896255873156, 43.540299650636385], [1.385884522293589, 43.54030144379596], [1.385875419645404, 43.54030136696678], [1.3858663332984, 43.540300345084646], [1.385855947810531, 43.54029931224325], [1.385181244383711, 43.54164086380369], [1.385168400403645, 43.541659750029524], [1.387427278200369, 43.542007982485195], [1.387537544915181, 43.54202593775549], [1.387577757329781, 43.54203289836613], [1.387738298924734, 43.542077344470094], [1.387795657978652, 43.54209406922134]]]], ""type"": ""MultiPolygon""}",3155540AY0014,VIGNE,92135,RAVT,VT,31555
